date,japan,hokkaido,aomori,iwate,miyagi,akita,yamagata,fukushima,ibaraki,tochigi,gunma,saitama,chiba,tokyo,kanagawa,niigata,toyama,ishikawa,fukui,yamanashi,nagano,gifu,shizuoka,aichi,mie,shiga,kyoto,osaka,hyogo,nara,wakayama,tottori,shimane,okayama,hiroshima,yamaguchi,tokushima,kagawa,ehime,kochi,fukuoka,saga,nagasaki,kumamoto,oita,miyazaki,kagoshima,okinawa
2021/12/18,-1,-11,-5,0,-4,-2,-6,-6,4,0,-1,5,1,-4,6,-5,-1,-7,-7,2,-6,1,-1,-2,-10,-10,-4,-3,-1,5,0,-4,-4,3,-4,1,-1,-5,-2,-3,-2,4,5,-1,2,4,9,-3
2021/12/19,-1,-2,-1,3,1,4,-3,-1,4,0,2,1,1,-3,3,-3,0,-11,-8,2,-2,1,-2,-2,-6,-2,-1,-5,-2,1,-2,5,-2,0,-5,-1,-2,-8,-4,-1,-3,2,5,-1,0,2,8,-6
2021/12/20,0,-2,5,11,4,11,7,5,5,2,4,5,2,-11,4,11,18,0,1,3,1,5,2,0,-5,3,-1,-3,3,5,2,9,3,5,-4,0,5,-3,6,0,-3,3,11,3,5,4,11,-6
2021/12/21,4,-3,14,7,7,13,11,7,6,2,6,7,5,-7,7,10,16,-1,4,5,5,8,5,0,0,5,2,-2,3,4,4,9,2,7,-2,0,5,-2,3,2,0,8,9,4,3,4,10,-4
2021/12/22,2,-3,11,17,13,13,18,9,5,5,4,6,4,-8,7,13,21,3,8,7,6,9,3,1,0,7,2,-1,3,8,5,14,6,5,1,4,6,0,8,5,3,10,11,8,8,5,12,-7
2021/12/23,4,-3,12,14,10,14,12,10,9,9,8,9,6,-7,8,12,26,6,12,6,6,12,7,6,1,12,6,0,6,10,6,15,9,9,2,8,9,3,6,3,4,10,15,7,7,6,17,-4
2021/12/24,4,4,10,13,10,13,11,6,5,8,8,11,8,-9,9,15,20,6,14,8,6,9,6,4,1,11,4,-1,8,11,5,18,10,10,4,9,11,1,7,2,4,6,13,6,9,7,14,-5
2021/12/25,0,-2,-3,2,0,1,3,-1,1,0,-1,6,0,-7,3,2,7,-2,3,0,-2,3,-4,-1,-3,4,-2,-3,2,7,0,7,1,2,-3,3,0,-4,-2,-3,1,6,6,0,1,3,7,-6
2021/12/26,-8,-10,-7,-7,-10,-15,-13,-13,-1,-5,-4,-2,-4,-8,-2,-15,-22,-24,-28,-3,-8,-6,-5,-7,-18,-21,-12,-10,-9,-5,-8,-31,-23,-6,-12,-10,-3,-10,-8,-5,-10,-6,-4,-7,-7,-3,-2,-9
2021/12/27,5,5,1,10,5,5,1,6,14,12,13,14,9,-5,13,8,9,-2,-12,12,7,-5,11,-5,-10,-7,2,3,9,10,12,-15,-2,15,4,6,13,6,14,9,5,11,15,13,12,13,20,2
2021/12/28,19,15,20,21,18,20,17,17,25,23,24,24,22,2,23,20,27,11,14,25,21,24,28,17,17,15,14,13,19,19,22,19,15,26,16,17,23,17,21,18,15,25,24,21,20,22,28,11
2021/12/29,25,22,47,44,43,37,48,37,36,41,38,34,30,-5,27,45,54,32,34,40,39,44,38,31,33,40,25,17,29,38,32,46,29,31,24,28,33,26,34,26,22,39,31,34,37,33,41,13
2021/12/30,28,22,48,44,40,47,51,42,44,52,44,40,35,-9,29,46,63,36,40,39,40,52,52,34,41,50,31,15,34,42,36,54,34,38,29,39,40,32,36,29,28,46,43,38,41,35,49,18
2021/12/31,-5,-14,1,8,-2,3,2,2,10,15,14,10,8,-36,-4,-1,0,-7,-3,13,0,7,14,-2,4,-2,-7,-16,1,12,9,-13,-1,3,-3,11,14,2,6,-2,0,18,11,10,12,9,9,-6
2022/1/1,-42,-52,-28,-37,-47,-35,-42,-43,-32,-32,-39,-37,-36,-59,-46,-48,-38,-43,-47,-29,-42,-30,-31,-38,-31,-41,-45,-52,-45,-35,-42,-41,-39,-42,-44,-29,-33,-39,-37,-44,-40,-21,-33,-34,-29,-28,-26,-22
2022/1/2,-13,-13,6,-3,1,1,-4,-6,-6,-4,-3,-13,-11,-30,-16,-4,0,-13,-11,-3,-3,-8,-5,-16,-9,-10,-9,-21,-13,-5,-8,-2,-14,-14,-18,-8,-5,-12,-10,-14,-15,1,1,-11,-1,-4,1,-12
2022/1/3,15,3,27,29,31,24,32,31,36,42,39,30,22,-22,13,35,51,27,22,28,30,38,39,22,25,36,19,4,22,31,24,33,13,24,11,19,29,22,27,17,11,41,25,28,28,29,38,6
2022/1/4,11,0,18,18,13,13,16,12,24,29,27,21,17,-15,14,17,29,9,7,20,18,32,33,19,21,22,7,-1,13,18,12,19,5,17,7,4,13,10,9,6,8,25,16,14,13,14,19,-3
2022/1/5,-2,-5,10,13,11,6,10,4,3,10,6,3,-1,-18,2,3,12,-4,-4,4,5,13,8,7,1,2,-6,-8,-2,3,0,7,-2,0,-4,-5,2,-4,-1,-4,-3,7,3,4,4,1,8,-11
2022/1/6,-12,-7,2,3,1,3,1,0,-14,-1,-2,-12,-22,-32,-20,1,11,-4,-3,-9,-5,1,-12,-9,-10,-3,-8,-14,-4,-6,-6,2,-6,-3,-11,-5,-4,-7,-6,-9,-6,2,6,-2,-3,-4,7,-18
2022/1/7,-14,-11,-12,-8,-7,-10,-11,-9,-21,-9,-10,-13,-23,-27,-15,-7,-3,-13,-8,-9,-10,-7,-12,-13,-14,-10,-13,-15,-9,-6,-8,-4,-12,-8,-16,-12,-5,-10,-7,-10,-10,-6,-2,-9,-5,-8,-3,-23
2022/1/8,-10,-13,-8,-7,-7,-5,-8,-9,-6,-9,-8,-3,-8,-17,-5,-4,0,-7,-9,-8,-12,-6,-13,-11,-13,-8,-13,-15,-9,-4,-9,-7,-14,-8,-20,-14,-9,-13,-13,-11,-11,-6,-6,-12,-9,-9,-7,-22
2022/1/9,-7,-11,-6,-4,-2,-3,-8,-6,0,-2,-1,-2,-2,-12,-2,-4,1,-9,-8,-4,-5,-3,-5,-9,-8,-3,-6,-12,-6,-1,-2,1,-11,-6,-21,-11,-3,-9,-10,-6,-8,-2,1,-7,-3,-4,0,-24
2022/1/10,8,3,15,21,19,22,27,22,24,23,23,26,17,-17,12,34,41,22,20,15,14,23,17,8,6,23,10,1,15,21,15,20,3,16,-10,5,19,11,13,11,7,20,14,14,14,13,20,-15
2022/1/11,-14,-13,1,-9,-12,0,-4,-10,-10,-13,-6,-12,-13,-28,-14,-6,-1,-15,-15,-11,-14,-8,-12,-15,-13,-12,-18,-20,-11,-14,-12,-5,-16,-6,-22,-15,-7,-14,-14,-11,-12,-4,-6,-9,-10,-8,-6,-22
2022/1/12,-12,-29,-15,-12,-10,-20,-16,-13,-7,-9,-10,-5,-6,-20,-4,-16,-6,-16,-17,-8,-11,-6,-11,-11,-14,-11,-15,-15,-10,-3,-10,-9,-14,-9,-21,-13,-6,-13,-10,-12,-10,-4,-4,-7,-7,-8,-4,-22
2022/1/13,-13,-22,-11,-4,-7,-8,-10,-7,-5,-6,-8,-4,-7,-22,-6,-14,-14,-22,-23,-10,-16,-10,-9,-11,-13,-7,-13,-17,-9,-8,-12,-12,-17,-8,-24,-15,-9,-13,-15,-12,-15,-9,-5,-11,-11,-10,-4,-25
2022/1/14,-17,-25,-15,-9,-10,-15,-21,-14,-11,-12,-13,-10,-10,-24,-10,-18,-20,-20,-23,-12,-21,-18,-13,-17,-23,-24,-21,-19,-13,-10,-14,-17,-21,-12,-27,-17,-10,-15,-16,-14,-13,-13,-9,-16,-11,-13,-8,-28
2022/1/15,-13,-19,-13,-7,-10,-6,-12,-12,-6,-10,-12,-5,-8,-18,-6,-11,-7,-12,-15,-14,-18,-9,-14,-11,-15,-10,-15,-16,-10,-3,-15,-8,-17,-9,-26,-15,-11,-16,-21,-14,-14,-12,-13,-18,-12,-15,-8,-25
2022/1/16,-15,-20,-17,-13,-13,-13,-14,-11,-7,-11,-10,-8,-9,-18,-9,-13,-8,-18,-17,-12,-17,-10,-14,-12,-17,-12,-16,-19,-14,-7,-18,-7,-22,-13,-30,-19,-12,-20,-23,-14,-18,-16,-14,-20,-13,-17,-8,-27
2022/1/17,-13,-17,-10,-3,-7,-4,-6,-4,-6,-9,-7,-5,-9,-24,-8,-9,3,-12,-13,-11,-15,-8,-11,-12,-17,-8,-14,-17,-8,-7,-11,-4,-15,-7,-23,-15,-6,-15,-11,-11,-14,-10,-6,-12,-9,-11,-4,-25
2022/1/18,-11,-17,-6,-9,-14,-12,-16,-11,-5,-11,-7,-5,-6,-22,-6,-16,-9,-17,-17,-9,-14,-6,-7,-12,-12,-14,-16,-17,-9,-10,-12,-13,-18,-6,-23,-16,-7,-13,-15,-11,-12,-6,-7,-11,-10,-12,-5,-21
2022/1/19,-12,-15,-3,1,-1,-3,-2,-5,-6,-8,-9,-5,-9,-23,-8,-13,2,-14,-14,-9,-12,-3,-11,-9,-11,-8,-13,-16,-9,-5,-13,-7,-16,-9,-21,-15,-7,-14,-12,-10,-11,-5,-8,-10,-8,-13,-4,-21
2022/1/20,-12,-16,-9,-3,-3,-3,-5,-5,-4,-5,-8,-4,-6,-24,-7,-14,-3,-17,-20,-11,-16,-4,-7,-8,-10,-13,-15,-17,-8,-6,-14,-9,-15,-6,-21,-11,-5,-10,-14,-11,-13,-7,-5,-11,-9,-13,-1,-19
2022/1/21,-18,-20,-14,-9,-10,-9,-13,-14,-12,-13,-16,-12,-13,-29,-14,-17,-9,-20,-19,-13,-19,-13,-14,-16,-21,-20,-23,-21,-14,-10,-16,-11,-20,-13,-25,-17,-10,-18,-17,-17,-16,-12,-15,-20,-14,-18,-12,-26
2022/1/22,-15,-23,-14,-6,-11,-6,-11,-11,-7,-11,-15,-6,-11,-22,-9,-16,-6,-15,-16,-13,-19,-12,-16,-13,-18,-9,-16,-18,-11,-4,-16,-12,-20,-10,-24,-14,-12,-19,-20,-17,-15,-11,-19,-22,-17,-19,-13,-23
2022/1/23,-20,-21,-17,-7,-11,-14,-14,-11,-10,-14,-16,-12,-13,-23,-13,-14,-8,-18,-19,-15,-20,-17,-18,-18,-22,-17,-24,-30,-22,-16,-26,-13,-26,-21,-33,-24,-20,-28,-29,-24,-25,-22,-28,-28,-24,-25,-19,-28
2022/1/24,-16,-19,-15,-5,-10,-9,-9,-6,-9,-11,-12,-9,-13,-28,-12,-8,2,-11,-12,-14,-17,-11,-13,-14,-20,-10,-16,-18,-11,-9,-13,-8,-18,-9,-23,-17,-9,-17,-11,-13,-17,-11,-11,-13,-12,-18,-9,-23
2022/1/25,-10,-15,-4,-1,-4,-4,-2,-3,-4,-10,-9,-5,-7,-25,-9,-5,4,-11,-9,-8,-11,-5,-8,-11,-10,-5,-12,-16,-7,-5,-13,-3,-14,-5,-18,-12,-5,-13,-11,-9,-11,-4,-9,-11,-10,-14,-7,-17
2022/1/26,-14,-18,-6,0,-2,-6,-1,-6,-9,-10,-13,-9,-13,-29,-11,-8,3,-12,-13,-12,-12,-7,-12,-12,-14,-6,-13,-17,-9,-3,-13,-5,-14,-10,-19,-14,-8,-15,-11,-12,-14,-6,-12,-13,-8,-18,-7,-20
2022/1/27,-16,-24,-15,-6,-9,-11,-11,-10,-9,-11,-15,-9,-11,-29,-12,-10,3,-15,-10,-14,-17,-7,-12,-12,-16,-6,-15,-20,-11,-8,-14,-8,-16,-10,-20,-12,-8,-15,-14,-14,-16,-11,-11,-16,-14,-20,-9,-21
2022/1/28,-19,-24,-18,-11,-13,-16,-16,-15,-15,-15,-16,-12,-14,-31,-15,-14,-10,-21,-13,-15,-19,-12,-16,-16,-19,-10,-19,-23,-14,-8,-15,-12,-20,-14,-22,-16,-11,-19,-16,-18,-19,-16,-18,-21,-17,-22,-15,-26
2022/1/29,-18,-25,-20,-14,-15,-18,-20,-19,-13,-16,-16,-9,-13,-24,-11,-14,-11,-21,-16,-17,-22,-13,-18,-15,-18,-10,-20,-22,-15,-7,-19,-17,-21,-15,-24,-16,-17,-21,-20,-21,-19,-15,-20,-22,-19,-23,-16,-25
2022/1/30,-18,-27,-24,-14,-15,-22,-22,-18,-12,-16,-17,-12,-13,-24,-14,-16,-13,-23,-16,-18,-21,-13,-19,-17,-19,-10,-19,-23,-16,-9,-20,-16,-23,-17,-23,-17,-16,-23,-21,-20,-20,-17,-18,-22,-18,-23,-15,-23
2022/1/31,-16,-25,-17,-8,-13,-14,-16,-11,-11,-13,-11,-9,-13,-28,-11,-9,3,-15,-11,-12,-18,-8,-13,-12,-19,-8,-16,-19,-12,-9,-13,-10,-17,-10,-20,-15,-8,-17,-10,-13,-18,-12,-11,-14,-13,-17,-10,-20
2022/2/1,-14,-21,-9,-9,-9,-9,-10,-10,-10,-14,-10,-8,-9,-27,-10,-11,-4,-19,-15,-11,-17,-8,-10,-14,-14,-10,-17,-21,-12,-11,-13,-10,-18,-13,-21,-19,-9,-17,-14,-14,-18,-12,-15,-16,-14,-19,-14,-18
2022/2/2,-17,-23,-11,-5,-6,-10,-10,-14,-13,-14,-15,-10,-12,-29,-11,-12,-2,-17,-15,-12,-18,-10,-15,-15,-17,-9,-17,-21,-13,-8,-17,-8,-15,-15,-19,-15,-9,-17,-11,-16,-16,-11,-14,-15,-13,-19,-13,-22
2022/2/3,-15,-21,-13,-5,-8,-8,-13,-12,-9,-11,-13,-7,-9,-28,-9,-14,1,-16,-9,-13,-16,-5,-12,-11,-15,-5,-13,-20,-9,-4,-15,-6,-10,-10,-15,-7,-8,-14,-12,-18,-13,-9,-9,-13,-11,-18,-8,-22
2022/2/4,-21,-26,-22,-13,-15,-15,-18,-19,-19,-18,-18,-14,-16,-33,-17,-18,-10,-24,-17,-16,-21,-14,-19,-20,-24,-14,-22,-25,-17,-12,-19,-14,-22,-18,-24,-19,-14,-22,-18,-21,-21,-19,-18,-22,-18,-24,-18,-25
2022/2/5,-20,-25,-22,-17,-19,-18,-26,-23,-13,-17,-18,-9,-13,-25,-12,-23,-25,-30,-27,-16,-26,-25,-20,-21,-23,-19,-22,-24,-17,-10,-22,-25,-24,-18,-23,-18,-17,-22,-22,-22,-21,-19,-21,-22,-20,-22,-18,-18
2022/2/6,-22,-38,-26,-16,-17,-24,-30,-22,-13,-18,-17,-13,-13,-25,-14,-24,-34,-40,-37,-18,-26,-30,-19,-25,-25,-25,-23,-25,-20,-13,-23,-31,-27,-20,-24,-14,-18,-25,-22,-21,-21,-20,-19,-20,-21,-23,-18,-18
2022/2/7,-18,-26,-19,-9,-13,-13,-15,-12,-11,-13,-11,-9,-14,-29,-12,-12,-3,-20,-17,-14,-18,-13,-16,-16,-23,-16,-19,-21,-13,-11,-16,-16,-19,-13,-21,-17,-10,-18,-12,-15,-19,-15,-13,-15,-14,-19,-12,-20
2022/2/8,-14,-25,-12,-9,-10,-10,-11,-10,-9,-13,-7,-7,-9,-27,-10,-13,-4,-17,-13,-9,-14,-7,-11,-15,-16,-10,-18,-22,-13,-12,-19,-11,-18,-11,-20,-16,-10,-17,-15,-17,-17,-11,-14,-15,-16,-20,-14,-17
2022/2/9,-13,-24,-9,-2,-4,-6,-5,-7,-5,-7,-6,0,-4,-23,-4,-8,1,-12,-8,0,-11,-6,-13,-13,-15,-7,-14,-18,-11,-5,-16,-7,-13,-13,-18,-13,-9,-16,-10,-14,-15,-9,-12,-13,-11,-18,-10,-17
2022/2/10,-21,-15,-6,1,-10,1,-4,-10,-20,-22,-29,-32,-26,-45,-33,-6,4,-10,-5,-40,-27,-8,-17,-15,-16,-1,-10,-17,-7,-4,-13,0,-9,-5,-13,-7,-6,-10,-6,-11,-11,-4,-4,-8,-6,-11,-2,-12
2022/2/11,-9,-13,-5,-1,-4,1,1,-7,-10,-2,-4,-1,-13,-32,-5,5,10,0,8,-14,-9,6,-2,-6,-6,10,-2,-14,0,12,-3,7,-7,0,-8,0,3,-2,1,-7,-7,0,-3,-4,-5,-4,0,-10
2022/2/12,-14,-22,-17,-11,-14,-10,-12,-16,-10,-11,-12,-6,-9,-22,-7,-10,-5,-14,-10,-12,-16,-10,-16,-15,-16,-8,-15,-19,-12,-3,-17,-10,-15,-13,-19,-12,-13,-17,-16,-20,-17,-13,-15,-18,-17,-18,-14,-16
2022/2/13,-23,-25,-22,-14,-15,-16,-16,-17,-18,-18,-16,-19,-22,-34,-25,-14,-11,-21,-16,-19,-20,-16,-23,-20,-25,-18,-25,-31,-25,-18,-28,-14,-22,-24,-28,-20,-24,-30,-25,-28,-23,-21,-17,-20,-24,-21,-14,-18
2022/2/14,-15,-18,-14,-3,-9,-7,-7,-8,-12,-12,-10,-10,-14,-28,-11,-4,3,-12,-9,-18,-19,-8,-13,-14,-20,-8,-14,-18,-9,-8,-12,-8,-15,-8,-17,-13,-8,-14,-7,-14,-15,-11,-7,-10,-11,-12,-6,-17
2022/2/15,-11,-16,-7,-5,-14,-5,-7,-8,-6,-10,-8,-7,-6,-25,-7,-10,-3,-18,-11,-9,-13,-4,-9,-12,-11,-5,-13,-17,-9,-5,-11,-6,-11,-7,-14,-11,-6,-12,-11,-11,-12,-6,-7,-10,-10,-11,-7,-11
2022/2/16,-14,-21,-10,-3,-3,-8,-4,-6,-10,-10,-10,-7,-9,-26,-8,-13,-7,-17,-16,-9,-12,-7,-13,-14,-16,-4,-14,-19,-11,-6,-15,-7,-17,-12,-17,-14,-8,-16,-10,-14,-17,-9,-11,-11,-10,-14,-8,-15
2022/2/17,-16,-21,-14,-5,-8,-9,-11,-9,-8,-9,-10,-8,-9,-27,-8,-21,-18,-22,-21,-11,-15,-20,-10,-16,-19,-14,-18,-21,-12,-9,-18,-31,-25,-12,-21,-15,-14,-15,-13,-15,-17,-10,-9,-12,-13,-14,-8,-19
2022/2/18,-16,-20,-15,-10,-12,-10,-14,-14,-14,-14,-16,-9,-9,-26,-8,-11,-9,-18,-13,-12,-19,-12,-14,-15,-20,-13,-17,-20,-12,-8,-17,-16,-19,-14,-18,-14,-10,-15,-11,-16,-17,-15,-13,-17,-13,-17,-13,-24
2022/2/19,-18,-17,-16,-12,-14,-9,-14,-16,-12,-14,-13,-10,-15,-24,-11,-9,-10,-18,-15,-15,-19,-13,-19,-16,-20,-13,-21,-26,-20,-11,-24,-18,-21,-21,-27,-19,-18,-23,-20,-24,-23,-18,-19,-21,-21,-19,-15,-16
2022/2/20,-18,-32,-20,-14,-15,-15,-18,-18,-14,-15,-15,-15,-16,-25,-15,-17,-15,-25,-20,-19,-22,-13,-17,-16,-20,-13,-18,-21,-16,-11,-21,-20,-23,-16,-20,-16,-15,-21,-18,-16,-18,-16,-10,-18,-16,-17,-15,-19
2022/2/21,-16,-38,-28,-16,-19,-22,-25,-15,-10,-15,-11,-9,-11,-26,-7,-11,-5,-20,-15,-13,-17,-11,-12,-16,-23,-16,-17,-20,-12,-10,-15,-14,-14,-11,-18,-12,-9,-15,-6,-12,-17,-10,-8,-12,-9,-13,-6,-15
2022/2/22,-8,-29,-10,-4,-7,-5,-8,-8,-3,-8,-4,-1,-1,-19,0,-10,-7,-24,-14,-3,-10,-5,-4,-11,-11,-4,-11,-15,-6,-3,-11,-10,-8,-5,-11,-6,-2,-9,-3,-5,-10,-2,-5,-7,-5,-9,-3,-7
2022/2/23,0,-18,2,9,12,1,9,6,13,9,7,18,15,-19,12,10,3,-11,-6,7,4,12,5,1,-1,12,0,-9,3,15,-1,-11,-2,5,-2,5,7,2,7,1,-1,12,3,5,6,0,8,-8
2022/2/24,-14,-21,-13,-6,-9,-7,-9,-9,-8,-10,-12,-8,-10,-26,-7,-8,2,-16,-15,-12,-12,-7,-10,-12,-16,-6,-14,-20,-10,-7,-15,-14,-10,-10,-16,-8,-9,-12,-10,-12,-14,-9,-6,-11,-9,-13,-3,-16
2022/2/25,-15,-19,-13,-8,-10,-7,-10,-14,-13,-13,-12,-9,-10,-27,-9,-9,-3,-15,-9,-9,-14,-11,-13,-15,-18,-6,-14,-20,-11,-6,-16,-8,-11,-12,-16,-10,-9,-14,-10,-14,-16,-12,-10,-14,-9,-15,-10,-18
2022/2/26,-12,-17,-13,-10,-10,-8,-9,-13,-8,-11,-11,-5,-9,-19,-6,-8,-4,-12,-7,-9,-14,-9,-14,-12,-15,-5,-12,-17,-11,-2,-16,-12,-12,-13,-17,-9,-13,-16,-13,-16,-16,-11,-12,-16,-10,-15,-11,-13
2022/2/27,-13,-20,-18,-13,-11,-14,-14,-13,-8,-12,-11,-8,-8,-18,-7,-11,-9,-17,-10,-11,-15,-11,-13,-13,-16,-6,-13,-18,-12,-6,-16,-10,-13,-14,-16,-8,-13,-18,-13,-13,-14,-11,-7,-13,-9,-12,-7,-15
2022/2/28,-10,-16,-8,-2,-7,-2,-5,-4,-6,-8,-4,-3,-6,-23,-4,-2,9,-9,-5,-7,-10,-4,-8,-9,-16,-1,-10,-14,-5,-2,-11,-4,-9,-5,-13,-8,-5,-10,-2,-9,-14,-8,-5,-8,-6,-10,-3,-14
2022/3/1,-13,-18,-6,-4,-6,-5,-2,-5,-5,-12,-6,-6,-7,-24,-6,-5,-1,-15,-13,-7,-14,-7,-9,-15,-16,-12,-20,-26,-16,-15,-18,-10,-15,-13,-21,-16,-9,-17,-12,-13,-18,-8,-12,-13,-9,-12,-9,-12
2022/3/2,-13,-17,-5,-1,-3,-2,1,-7,-10,-12,-12,-9,-10,-27,-8,-5,2,-11,-12,-9,-12,-7,-13,-13,-15,-7,-14,-18,-10,-7,-17,-5,-9,-11,-14,-9,-9,-13,-6,-10,-12,-6,-9,-9,-5,-13,-5,-17
2022/3/3,-11,-18,-10,-7,-7,-5,-6,-7,-5,-6,-9,-4,-6,-25,-5,-6,4,-12,-7,-8,-12,-2,-7,-8,-12,-2,-10,-16,-7,-5,-13,-5,-7,-7,-12,-4,-7,-10,-7,-9,-11,-6,-5,-8,-5,-11,-1,-14
2022/3/4,-17,-19,-13,-12,-11,-10,-12,-14,-15,-14,-14,-9,-13,-29,-12,-7,-5,-15,-10,-11,-15,-11,-14,-16,-19,-10,-16,-22,-12,-9,-17,-7,-13,-12,-17,-11,-12,-15,-10,-15,-19,-14,-15,-16,-9,-17,-12,-20
2022/3/5,-12,-21,-12,-11,-11,-8,-10,-13,-8,-11,-11,-4,-9,-18,-5,-7,-7,-15,-11,-7,-15,-9,-14,-13,-15,-8,-14,-17,-11,-3,-14,-8,-11,-10,-15,-8,-12,-15,-12,-14,-14,-9,-11,-15,-10,-12,-9,-14
2022/3/6,-13,-21,-20,-15,-13,-20,-22,-16,-8,-12,-12,-8,-10,-18,-7,-11,-11,-18,-15,-9,-15,-11,-12,-14,-16,-11,-14,-19,-13,-8,-14,-8,-11,-12,-14,-7,-12,-16,-11,-12,-13,-9,-8,-13,-8,-11,-6,-16
2022/3/7,-14,-20,-11,-6,-10,-9,-9,-6,-9,-11,-11,-7,-10,-27,-8,-3,2,-12,-11,-11,-12,-7,-11,-14,-17,-10,-16,-20,-11,-10,-11,-8,-13,-7,-14,-12,-7,-13,-7,-9,-15,-9,-7,-11,-8,-8,-4,-22
2022/3/8,-12,-18,-3,-5,-6,-2,-3,-4,-11,-12,-9,-9,-10,-29,-11,-2,3,-10,-10,-8,-10,-2,-7,-13,-11,-6,-11,-18,-9,-9,-11,-5,-12,-5,-12,-10,-6,-11,-8,-7,-11,-2,-6,-11,-8,-6,-3,-12
2022/3/9,-11,-17,-4,0,-2,-3,0,-4,-9,-9,-9,-6,-7,-26,-5,1,6,-6,-9,-8,-7,-3,-12,-11,-10,-4,-12,-17,-9,-4,-10,-1,-7,-7,-11,-8,-7,-10,-6,-8,-10,-2,-5,-9,-3,-7,-1,-13
2022/3/10,-10,-15,-4,0,-4,1,0,-3,-6,-4,-7,-4,-7,-26,-6,0,8,-7,-6,-5,-8,-2,-8,-10,-9,-2,-10,-17,-7,-3,-8,1,-6,-3,-9,-2,-5,-8,-6,-6,-9,-1,-1,-9,-4,-6,3,-12
2022/3/11,-14,-19,-10,-6,-8,-7,-6,-7,-10,-9,-11,-9,-9,-29,-11,-1,-2,-10,-7,-9,-10,-7,-13,-15,-14,-5,-14,-19,-11,-6,-11,-2,-10,-6,-12,-9,-7,-11,-9,-11,-13,-5,-7,-15,-8,-9,-5,-17
2022/3/12,-9,-13,-5,-3,-8,1,0,-7,-6,-7,-9,-3,-7,-18,-4,2,1,-5,-5,-5,-8,-4,-11,-11,-10,-3,-9,-15,-8,0,-7,-3,-7,-4,-9,-5,-7,-11,-8,-8,-10,-1,-4,-12,-6,-5,-3,-10
2022/3/13,-9,-13,-12,-8,-9,-9,-6,-7,-5,-6,-8,-6,-7,-16,-5,-2,0,-7,-7,-5,-7,-4,-8,-10,-10,-4,-8,-14,-9,-2,-8,-1,-8,-7,-11,-6,-7,-13,-9,-8,-11,-4,-4,-11,-5,-5,-1,-12
2022/3/14,-10,-13,-8,-2,-6,-3,-3,0,-5,-7,-6,-4,-8,-26,-6,0,7,-8,-4,-5,-7,-3,-7,-10,-14,-3,-11,-17,-8,-6,-7,-3,-8,-3,-10,-7,-4,-9,-2,-3,-12,-2,-2,-7,-3,-3,4,-10
2022/3/15,-8,-22,-2,-1,-6,-4,1,-3,-4,-8,-6,-1,-4,-25,-5,-2,6,-10,-7,-3,-5,0,-4,-10,-7,0,-8,-16,-6,-3,-6,-2,-5,0,-9,-7,-3,-7,-5,-2,-8,2,0,-7,-4,-4,3,-7
2022/3/16,-10,-17,-2,4,1,2,7,-1,-7,-7,-8,-5,-6,-26,-7,1,8,-6,-7,-3,-4,-2,-8,-10,-9,-2,-9,-15,-7,-2,-8,1,-5,-5,-9,-6,-3,-7,-3,-3,-7,2,-1,-8,-2,-4,1,-11
2022/3/17,-10,-17,-6,-1,-17,-1,0,-8,-3,-4,-8,-4,-6,-26,-5,-2,8,-8,-6,-6,-5,-1,-4,-9,-8,-2,-8,-16,-7,-1,-5,0,-6,-1,-9,-3,0,-6,-4,-4,-7,-1,3,-9,-5,-6,5,-12
2022/3/18,-19,-11,-3,-3,-13,-5,-5,-13,-16,-14,-17,-18,-17,-36,-18,-5,-6,-17,-12,-10,-13,-13,-16,-18,-18,-13,-23,-29,-19,-13,-14,-5,-12,-13,-17,-11,-12,-18,-13,-15,-16,-7,-9,-18,-11,-9,-6,-15
2022/3/19,-11,-20,-20,-17,-12,-3,-5,-8,-6,-8,-9,-5,-9,-22,-7,-4,-4,-12,-8,-2,-10,-3,-9,-10,-8,-7,-11,-18,-10,-3,-7,-5,-9,-5,-12,-8,-7,-11,-10,-6,-12,-4,-7,-14,-5,-5,-2,-9
2022/3/20,-3,-9,-3,4,-2,5,4,-2,4,2,-1,0,0,-11,0,5,4,-5,-1,8,1,2,0,-6,-3,-1,0,-11,-3,4,2,6,-1,-1,-5,0,0,-5,-3,1,-5,3,4,-6,3,2,5,-8
2022/3/21,11,3,17,26,16,22,28,25,28,28,25,30,20,-15,17,31,40,20,24,23,23,28,19,10,9,25,16,0,16,23,18,21,11,22,8,14,22,17,22,13,6,22,11,13,15,13,19,0
2022/3/22,-16,-14,0,-2,-14,-1,-1,-16,-20,-21,-14,-19,-20,-36,-18,-4,0,-10,-12,-13,-16,-4,-9,-14,-13,-10,-15,-23,-12,-13,-13,-4,-9,-7,-13,-9,-8,-11,-7,-6,-11,-3,-5,-6,-9,-7,-3,-12
2022/3/23,-10,-11,1,4,-5,2,5,-2,-5,-7,-8,-3,-7,-24,-5,0,4,-8,-9,-5,-6,-2,-7,-10,-11,-6,-9,-17,-8,-5,-13,-1,-7,-9,-13,-10,-4,-9,-7,-5,-12,-3,-5,-6,-5,-9,-5,-12
2022/3/24,-7,-12,-1,1,-7,2,1,-2,-1,0,-2,0,-5,-21,-3,1,8,-6,-4,-4,-3,4,-1,-7,-7,-1,-4,-14,-4,-1,-8,2,-3,-3,-9,-3,-4,-5,-2,-3,-8,0,2,-2,-3,-1,9,-11
