date,japan,hokkaido,aomori,iwate,miyagi,akita,yamagata,fukushima,ibaraki,tochigi,gunma,saitama,chiba,tokyo,kanagawa,niigata,toyama,ishikawa,fukui,yamanashi,nagano,gifu,shizuoka,aichi,mie,shiga,kyoto,osaka,hyogo,nara,wakayama,tottori,shimane,okayama,hiroshima,yamaguchi,tokushima,kagawa,ehime,kochi,fukuoka,saga,nagasaki,kumamoto,oita,miyazaki,kagoshima,okinawa
2020/4/9,8,-20,-2,15,26,7,22,31,-4,10,9,6,18,-6,18,32,47,30,32,-2,7,9,9,22,9,41,10,20,19,24,22,19,26,19,16,23,20,6,29,5,18,1,3,7,-1,8,9,-42
2020/4/10,0,-13,-5,-1,6,-4,-10,5,5,8,-4,3,15,-10,14,-4,1,-6,-5,-5,-3,-8,6,1,-10,19,-5,3,5,3,6,7,3,12,8,8,7,2,23,-3,3,-2,-8,3,-5,0,8,-19
2020/4/11,3,-8,2,36,30,52,40,46,8,0,7,14,17,-6,10,39,22,-2,19,-18,4,-12,0,7,-12,33,-11,3,7,5,12,2,-4,21,-9,6,13,9,15,-9,-6,-17,-6,-1,-9,0,10,-38
2020/4/12,-35,12,-16,33,32,16,48,28,-19,-23,-11,-15,-11,-31,-20,61,0,-22,-40,-40,-18,-46,-34,-37,-61,-50,-67,-72,-74,-65,-58,-54,-57,-66,-72,-62,-60,-65,-63,-64,-66,-61,-48,-60,-69,-63,-41,-55
2020/4/13,-45,7,-12,-9,-37,18,-18,-34,-55,-47,-47,-60,-57,-65,-60,-13,-31,-44,-33,-63,-40,-53,-50,-45,-54,-43,-50,-51,-46,-51,-37,-44,-35,-29,-31,-31,-35,-43,-36,-21,-40,-34,-28,-27,-42,-15,-13,-41
2020/4/14,10,3,14,21,-3,24,20,5,1,3,-1,9,21,-2,27,11,8,4,13,-8,0,-5,11,6,-16,20,1,17,22,7,12,16,14,27,13,21,19,7,30,9,32,1,-7,8,-7,1,3,-27
2020/4/15,17,0,6,24,39,23,55,55,26,26,25,45,46,11,39,47,40,30,45,7,23,9,12,20,1,35,15,23,21,21,18,25,14,10,10,9,15,4,12,6,31,7,-1,6,-3,1,0,-26
2020/4/16,9,-2,19,37,18,54,59,24,-9,7,12,16,14,-8,18,30,8,12,33,-15,13,9,7,20,2,34,7,22,20,18,21,5,6,12,13,17,13,4,14,8,27,2,0,10,-3,9,6,-21
2020/4/17,-1,12,16,25,11,59,46,19,4,4,6,16,22,-8,13,31,11,4,11,-19,3,-15,-6,-5,-31,6,-8,6,9,-8,-1,-5,-11,-1,-12,-16,-8,-18,-10,-13,-16,-21,-27,-17,-22,-15,-11,-24
2020/4/18,-47,-3,-8,-26,-55,-1,-44,-56,-69,-71,-62,-62,-64,-66,-60,-50,-45,-54,-44,-69,-60,-62,-63,-54,-56,-48,-53,-41,-34,-51,-33,-33,-45,-27,-27,-22,-22,-39,-25,-26,6,-20,-13,-9,-20,-8,-9,-35
2020/4/19,1,22,-34,12,-33,91,10,-23,11,0,4,32,40,12,31,6,0,-26,-24,-4,-10,-18,3,7,-23,-13,-22,-4,-11,6,12,-25,-20,-9,-23,-21,10,-10,-2,-12,-25,-39,-33,-23,-33,-26,-23,-36
2020/4/20,-33,-21,-20,-23,-34,-5,-23,-29,-46,-37,-32,-49,-50,-58,-50,-20,-24,-36,-24,-47,-29,-44,-41,-33,-46,-35,-36,-18,-7,-21,-10,-18,-9,-9,-3,-3,-2,-15,0,-10,14,-10,-10,-9,-17,-10,-9,-50
2020/4/21,8,-12,0,7,-1,24,7,10,1,11,28,36,23,0,24,-1,-1,1,0,-12,5,-1,3,15,-4,18,1,12,17,9,14,9,9,15,13,8,16,-3,17,7,20,-10,-14,2,-11,-9,-12,-50
2020/4/22,-3,-8,7,-2,9,11,-1,8,4,3,4,22,22,-11,18,-17,-22,-19,-16,-13,-5,-16,-7,-4,-8,3,-5,1,4,-1,1,-2,-9,-2,9,-4,-6,-11,0,-4,18,-5,-12,0,-14,-8,-16,-49
2020/4/23,-4,-16,-9,-7,-1,6,-6,8,6,11,13,20,24,-10,17,-19,-17,-31,-23,-17,-5,-12,-2,5,-11,-5,-14,-5,-1,-8,3,-11,-19,-7,-3,-6,-8,-21,-6,-8,-2,-17,-18,-6,-15,-12,-16,-39
2020/4/24,-8,-4,2,-1,-5,21,-6,-6,-7,-5,3,2,10,-15,16,-8,-19,-35,-24,-20,-13,-27,-6,-8,-18,-20,-26,-9,-5,-11,-2,-9,-13,-5,-2,-7,-7,-25,-4,-7,5,-16,-17,-3,-13,-14,-12,-35
2020/4/25,-9,-16,9,8,3,23,23,12,-10,-12,-3,2,3,-18,-1,21,21,6,13,-35,-14,-25,-25,1,-23,-2,-13,-4,-1,-13,-8,-4,-15,-3,-8,-7,-9,-19,-5,-13,1,-30,-21,-12,-18,-18,-13,-42
2020/4/26,-16,-35,-4,4,-8,2,-28,-8,-3,-10,-5,11,3,-11,-4,-42,-52,-61,-47,-35,-33,-40,-29,-5,-29,-28,-26,-10,-19,-11,-7,-28,-22,-20,-22,-12,-6,-25,-9,-19,-5,-34,-17,-13,-27,-29,-20,-69
2020/4/27,-9,-7,3,5,9,44,22,9,-23,-9,1,-24,-14,-36,-15,15,18,16,13,-27,-2,-16,-17,13,-16,1,-5,5,8,-8,-4,7,5,4,7,7,-2,-5,16,-3,20,-7,-4,-2,-13,-8,-3,-44
2020/4/28,4,3,15,13,3,25,27,8,-6,-3,13,11,14,-19,12,19,11,14,13,-19,1,-7,-8,14,-7,9,1,11,18,-1,5,16,20,16,16,11,8,-2,27,9,23,-9,-9,4,-11,-10,-2,-30
2020/4/29,23,-18,31,38,36,36,59,52,35,34,32,56,64,13,51,40,44,53,58,-8,18,1,-1,26,11,33,26,31,30,24,27,55,20,23,27,21,28,15,28,9,43,15,10,19,4,14,11,-22
2020/4/30,8,22,19,21,16,51,49,20,5,14,18,20,22,-4,26,31,30,29,28,-14,5,-8,-6,15,-2,13,3,12,14,0,7,16,4,6,11,4,1,-8,10,0,15,-10,-1,3,-7,0,0,-35
2020/5/1,4,5,11,-4,6,8,17,14,12,17,16,17,22,-6,23,20,11,9,7,-17,3,-11,-7,14,-4,13,0,8,12,-4,1,8,-4,7,7,-1,5,-12,10,-3,6,-13,-10,-2,-10,-9,-5,-41
2020/5/2,-11,10,14,19,5,42,22,8,-11,-19,-10,-3,3,-14,1,8,2,-7,5,-38,-17,-32,-26,-6,-29,-9,-18,-8,-5,-22,-9,-7,-19,-6,-9,-12,-5,-22,-5,-13,-7,-32,-15,-16,-20,-18,-16,-76
2020/5/3,-19,30,33,27,7,89,28,6,-5,-14,-9,4,10,-8,0,20,3,-6,-17,-36,-18,-36,-26,-8,-35,-30,-31,-26,-38,-24,-20,-39,-34,-57,-68,-68,-39,-56,-46,-53,-62,-71,-56,-41,-65,-64,-52,-65
2020/5/4,4,9,28,44,28,87,71,32,-1,8,22,6,-5,-19,-7,48,41,40,22,-26,10,-18,-28,12,-24,-1,-7,16,21,2,18,31,27,22,19,15,25,21,51,6,17,-1,1,8,-4,5,18,-34
2020/5/5,29,17,43,55,34,88,94,51,25,30,43,32,52,4,46,53,25,41,34,-4,26,16,23,46,23,56,26,35,44,26,42,39,34,49,38,38,55,32,56,34,27,7,6,23,13,12,18,-34
2020/5/6,-17,-25,17,11,-13,64,42,-1,-29,-27,-22,-21,-18,-45,-15,10,-3,10,-10,-43,-31,-51,-22,-33,-34,-24,-12,4,7,-3,7,32,23,13,18,17,9,6,18,-3,38,8,4,8,1,4,-1,-53
2020/5/7,3,8,8,6,9,35,29,14,2,10,7,10,20,-7,18,15,28,19,23,-21,-2,-4,-2,23,2,5,1,7,8,-3,0,6,3,6,8,-1,-2,-8,2,0,11,-12,-7,-2,-10,-6,-10,-43
2020/5/8,6,23,15,17,16,54,33,18,10,16,21,18,27,-6,23,29,21,17,13,-12,5,-7,3,24,-2,7,0,4,8,-6,-2,10,3,6,7,-4,-1,-7,6,-2,7,-10,-12,-2,-13,-12,-8,-44
2020/5/9,-20,25,22,18,9,57,17,4,-16,-18,-13,-6,-1,-19,-4,0,-24,-31,-28,-43,-29,-44,-28,-13,-38,-31,-34,-24,-24,-33,-24,-43,-54,-27,-39,-47,-26,-33,-32,-34,-42,-54,-50,-37,-45,-33,-21,-49
2020/5/10,-35,-49,-19,-25,-27,-21,-29,-33,-28,-30,-13,-4,-22,-18,-22,-32,-38,-42,-52,-53,-49,-69,-71,-51,-54,-45,-43,-33,-42,-32,-41,-29,-39,-30,-48,-40,-14,-31,-36,-49,-34,-49,-40,-49,-39,-47,-46,-46
2020/5/11,0,-3,8,10,8,31,27,12,-3,4,-1,-1,15,-7,11,14,14,8,13,-27,-4,-17,-13,16,-18,-2,-6,3,9,-16,-4,2,4,6,5,5,2,-8,14,-1,15,0,-6,-6,-17,-10,-5,-53
2020/5/12,6,16,21,14,0,46,35,8,0,7,15,16,21,-6,14,26,9,18,16,-18,0,-7,-5,14,-6,12,1,9,17,-5,10,12,17,22,12,8,13,-4,22,13,14,-1,-13,0,-15,-10,-10,-61
2020/5/13,4,-1,20,12,19,27,29,23,10,9,4,17,27,-2,20,16,19,22,27,-19,2,-12,-12,8,-8,4,8,12,12,-2,3,19,9,5,14,7,4,-9,6,1,27,6,-2,4,-12,-6,-4,-39
2020/5/14,6,12,19,20,15,47,49,22,3,12,13,12,21,-4,19,32,28,25,34,-17,4,-9,-5,12,-5,6,2,9,11,-4,13,14,12,6,11,8,6,-5,8,2,15,-7,-6,5,-10,1,-2,-39
2020/5/15,-4,22,14,17,10,47,22,12,5,9,11,9,19,-9,15,24,8,3,6,-16,-2,-13,-5,7,-12,-4,-9,-5,-4,-12,-5,-7,-19,-9,-18,-32,-10,-18,-10,-13,-34,-31,-35,-19,-31,-25,-22,-35
2020/5/16,-52,-2,10,23,2,60,22,-14,-48,-45,-38,-53,-54,-65,-64,-6,-35,-44,-48,-67,-49,-68,-71,-64,-70,-68,-68,-66,-60,-67,-61,-43,-52,-44,-43,-45,-50,-56,-52,-49,-39,-50,-42,-51,-56,-59,-52,-49
2020/5/17,-2,0,20,5,13,15,3,11,7,6,3,10,23,3,14,-12,-5,-45,-29,-17,-6,-18,-13,8,-22,-14,-17,-4,-11,-3,0,-3,-6,-5,-7,0,6,-5,4,-12,-1,-21,-7,-9,-24,-35,-28,-46
2020/5/18,-20,8,8,11,-10,52,31,4,-17,-9,-6,-21,-13,-32,-15,22,5,5,7,-28,-7,-21,-21,-4,-33,-19,-24,-22,-17,-31,-26,-15,-15,-18,-26,-36,-26,-26,-22,-28,-41,-39,-38,-45,-47,-44,-38,-56
2020/5/19,-20,11,-16,-21,-42,5,-10,-34,-40,-31,-19,-38,-33,-51,-31,-9,-11,-8,-3,-39,-18,-22,-28,-7,-23,-5,-14,-7,-1,-11,0,0,-10,12,8,5,2,-5,20,3,12,-10,-17,-1,-16,-15,-10,-57
2020/5/20,-6,3,-13,-8,-21,13,11,-7,-14,-17,-12,-16,-6,-27,-1,-6,10,-3,11,-23,-1,0,-9,12,-6,9,6,14,13,8,6,2,-10,7,12,3,5,-4,7,0,26,1,-5,6,-12,-8,-6,-33
2020/5/21,-8,15,7,4,-10,22,11,-2,-13,-6,-10,-22,-8,-32,-19,0,10,-8,8,-29,-7,1,-11,12,-6,5,-3,10,12,5,7,1,-5,5,12,5,2,-4,12,5,15,-6,-6,7,-10,-4,-2,-55
2020/5/22,-5,4,4,1,-6,31,20,-2,-23,5,10,-2,-30,-24,5,22,17,9,22,-17,1,-2,1,12,-9,13,-2,0,7,-2,1,13,6,8,9,-2,8,-5,9,0,9,-8,-14,5,-12,-13,-11,-60
2020/5/23,-8,8,26,-12,-32,78,22,-23,-29,-21,-3,-7,-14,-19,-8,29,25,10,39,-34,-8,-14,-15,3,-23,8,-9,-2,5,-10,-1,15,1,7,3,-2,-1,-8,4,0,8,-16,-7,0,-13,-9,-8,-70
2020/5/24,8,14,49,37,23,97,44,26,22,11,8,15,29,7,17,41,31,5,23,-12,0,-11,-4,8,-16,0,-6,2,-2,9,16,15,15,0,-1,8,8,-1,15,-1,15,-12,8,8,-9,-20,-2,-36
2020/5/25,2,-2,18,10,8,39,27,10,4,9,9,6,18,-3,15,7,10,5,17,-21,1,-10,-9,9,-18,2,-6,7,10,-8,0,-2,0,2,3,0,-1,-8,11,-2,6,-10,-7,-2,-16,-10,-6,-34
2020/5/26,-8,11,29,15,5,52,33,0,-8,1,4,-6,-2,-21,-1,20,4,5,-2,-27,-10,-17,-12,-7,-24,-6,-23,-14,-9,-19,-9,0,5,-1,-12,-8,-12,-19,-1,-6,-8,-22,-24,-19,-31,-19,-18,-33
2020/5/27,5,-20,10,14,21,29,31,25,16,13,13,19,28,3,23,14,22,21,32,-13,7,-2,-4,10,-7,14,4,12,14,0,4,20,6,8,14,6,1,-6,7,3,25,6,-4,5,-8,-8,-10,-42
2020/5/28,5,13,26,19,19,46,44,22,4,9,16,6,13,-11,15,33,31,26,37,-14,5,2,-3,10,-5,18,6,15,14,4,8,17,7,5,11,8,-2,-7,7,2,12,-4,-5,6,-7,2,-4,-36
2020/5/29,5,22,21,18,14,51,25,15,6,15,16,11,21,-1,17,30,19,13,24,-14,4,-2,-5,8,-5,17,3,7,11,0,-1,8,3,4,5,-3,-1,-11,7,-3,4,-6,-12,2,-10,-8,-6,-32
2020/5/30,1,38,49,39,24,103,42,28,1,2,5,5,7,-6,7,35,26,9,46,-18,-6,-11,-10,5,-17,13,-7,2,8,-12,0,12,-3,7,3,-1,-5,-10,1,-6,1,-17,-14,-11,-19,-24,-26,-51
2020/5/31,-16,41,65,36,18,89,33,18,5,-8,-5,2,15,-7,-3,35,13,-7,-14,-33,-24,-54,-35,-45,-60,-47,-46,-38,-40,-40,-38,-18,-14,-40,-38,-16,-48,-40,-28,-52,-8,-22,-5,-11,-43,-53,-27,-43
2020/6/1,-13,21,19,5,2,40,21,3,-16,-17,-5,-29,-15,-38,-35,14,13,8,9,-28,-6,-15,-27,1,-23,4,-7,0,6,-10,-2,-2,5,1,-6,-10,-2,-8,4,-10,-2,-15,-14,-10,-24,-21,-11,-41
2020/6/2,5,6,19,9,5,36,26,7,2,6,13,14,14,-5,11,21,8,11,14,-12,3,-7,-4,8,-10,21,0,3,12,-3,11,15,14,15,12,12,10,-4,16,9,11,-5,-11,1,-14,-7,-6,-38
2020/6/3,5,18,39,27,25,59,46,32,15,14,10,16,22,-2,18,33,25,28,34,-10,8,-6,-3,7,-5,17,6,7,11,-1,4,25,13,7,8,6,2,-7,2,-2,10,-3,-15,-16,-18,-34,-33,-30
2020/6/4,2,12,27,20,13,47,34,16,2,8,11,9,11,-7,15,24,25,20,30,-12,4,-5,-3,6,-8,14,-3,1,6,-6,3,13,12,4,6,5,-1,-10,4,1,4,-6,-7,-4,-12,-22,-28,-31
2020/6/5,1,14,21,18,4,44,17,6,4,9,10,3,13,-10,11,24,12,7,17,-9,5,-5,4,6,-5,18,-3,0,6,-4,6,11,6,4,5,-2,2,-10,6,-1,1,-2,-13,-1,-10,-8,-6,-29
2020/6/6,-2,25,52,44,27,107,40,24,-3,-11,-5,-7,4,-18,2,29,22,11,40,-14,5,-5,-4,6,-14,28,-5,-1,6,-7,5,11,3,8,-1,2,-5,-11,1,-8,0,-14,-14,-15,-16,-39,-38,-40
2020/6/7,10,40,67,44,29,102,37,27,14,7,7,13,23,4,13,45,34,19,35,-7,10,-8,2,7,-7,30,2,7,4,17,29,27,34,4,-2,10,9,3,15,0,14,-1,12,11,-1,0,-2,-58
2020/6/8,1,11,21,16,10,57,28,12,-1,9,6,2,9,-7,9,24,18,12,24,-13,7,-13,-4,2,-15,14,-7,1,7,-8,2,11,15,3,1,5,-3,-7,8,-1,6,-4,-6,-5,-11,-7,-7,-56
2020/6/9,7,18,34,22,9,64,34,16,2,14,17,11,15,-5,12,26,13,10,23,-4,10,-2,4,11,-3,28,1,8,15,3,14,22,21,20,11,13,12,-2,20,8,9,-2,-9,0,-16,-32,-16,-53
2020/6/10,-1,23,45,30,26,71,43,28,11,16,8,9,20,-3,18,30,22,23,30,-7,8,-18,-21,-15,-24,9,-6,-7,-7,-13,-17,21,13,-7,-7,-3,-30,-18,-13,-31,11,4,-7,-4,-18,-12,-16,-37
2020/6/11,-26,-4,1,5,7,6,22,0,-23,-15,-13,-21,-18,-30,-21,5,-1,-10,-1,-35,-18,-39,-42,-30,-32,-23,-39,-36,-32,-38,-36,-15,-15,-26,-27,-30,-26,-32,-34,-30,-27,-33,-36,-39,-34,-36,-33,-33
2020/6/12,-10,24,24,22,7,50,20,7,-10,2,5,-10,3,-18,3,18,4,-8,5,-18,-5,-25,-11,-11,-18,-6,-23,-19,-12,-20,-13,7,1,-11,-7,-11,-17,-14,-3,-14,-14,-16,-28,-23,-23,-28,-29,-29
2020/6/13,-40,42,57,44,23,122,40,-19,-50,-51,-46,-55,-50,-61,-50,7,-16,-21,-24,-51,-45,-55,-47,-46,-46,-44,-57,-48,-45,-47,-40,-40,-47,-37,-42,-43,-36,-37,-37,-35,-36,-46,-41,-44,-41,-19,-19,-33
2020/6/14,-30,42,53,27,1,67,4,-11,-22,-23,-23,-24,-30,-41,-34,-17,-48,-56,-51,-42,-43,-59,-28,-39,-40,-38,-45,-34,-38,-25,-15,-39,-41,-36,-47,-38,-21,-26,-18,-28,-32,-49,-42,-41,-36,-26,-23,-26
2020/6/15,-3,10,18,13,5,41,23,8,-4,5,4,-4,6,-11,6,14,20,7,14,-13,5,-15,-7,0,-17,6,-11,-3,4,-13,-1,11,9,3,2,3,-5,-6,9,-6,7,-4,-12,-13,-16,-32,-30,-36
2020/6/16,6,-4,12,12,6,27,27,8,-1,2,12,9,14,-4,14,20,16,16,26,-4,12,0,3,10,-4,26,-3,5,15,3,18,26,18,20,12,12,9,-1,22,14,11,1,-10,0,-14,-11,-7,-33
2020/6/17,10,14,44,42,30,65,56,39,18,21,17,19,25,2,23,40,44,42,50,0,19,4,3,8,3,31,8,10,14,7,16,42,28,14,12,12,6,1,9,4,16,9,-6,-2,-11,-10,-10,-29
2020/6/18,-14,-2,30,25,20,54,40,19,0,8,11,1,2,-13,-2,29,23,13,12,-22,-1,-23,-19,-20,-29,-16,-32,-35,-32,-36,-30,-9,-13,-29,-32,-34,-38,-38,-32,-31,-34,-28,-30,-28,-39,-20,-18,-27
2020/6/19,-26,10,18,13,-6,40,21,-16,-32,-28,-24,-42,-39,-47,-41,12,-6,-7,-10,-34,-25,-32,-36,-24,-30,-19,-30,-28,-15,-34,-24,4,1,-8,-4,-11,-16,-23,-14,-19,-12,-10,-22,-23,-27,-27,-22,-20
2020/6/20,10,28,39,42,25,94,46,31,11,11,22,13,18,1,19,28,22,18,52,26,19,5,5,10,-4,40,3,3,11,3,18,29,17,17,6,6,6,2,9,8,6,2,-1,-3,-4,-9,-9,-28
2020/6/21,11,55,67,55,30,120,58,29,11,0,9,2,11,-10,7,61,48,30,52,19,21,4,11,13,-1,37,10,7,6,24,39,42,44,14,3,18,16,14,23,8,17,10,14,12,4,-26,-23,-21
2020/6/22,-14,9,23,16,4,59,37,3,-29,-13,-16,-39,-38,-43,-36,25,24,19,28,-38,-7,-11,-31,-2,-15,16,0,1,6,-5,6,14,19,8,5,7,4,-2,13,3,8,1,-2,-3,-9,-6,-1,-41
2020/6/23,6,21,22,20,3,53,42,1,-9,-2,11,0,3,-7,10,35,14,21,32,-5,12,-1,3,9,-1,32,5,4,12,1,17,27,24,19,10,13,15,3,23,14,9,0,-9,-1,-12,-8,-2,-21
2020/6/24,6,25,45,32,11,66,57,19,14,11,8,14,16,-3,10,36,30,33,44,2,17,0,-2,4,-2,29,9,6,10,3,10,25,22,12,9,11,6,-2,9,7,15,11,-3,3,-8,-6,-5,-25
2020/6/25,-13,1,14,10,-3,29,38,2,-20,-7,2,-14,-15,-21,-9,22,13,7,12,-9,4,-18,-17,-14,-13,4,-10,-6,-8,-8,-1,-4,-13,-14,-21,-24,-3,-13,-10,-13,-26,-30,-28,-16,-25,-12,-10,-33
2020/6/26,-7,-2,-16,-13,-11,-1,7,0,7,4,3,0,8,-10,8,4,-14,-13,-2,6,-5,-16,-6,-5,-10,3,-13,-9,-5,-14,-6,6,1,-3,-8,-13,-7,-13,-3,-9,-7,-8,-16,-13,-21,-19,-16,-39
2020/6/27,0,8,12,29,23,38,42,33,9,10,17,8,13,-5,13,29,23,15,47,38,21,1,3,4,-11,30,0,-3,7,-5,10,20,10,7,-24,-31,-3,-10,-18,-21,-35,-43,-38,-45,-41,-41,-37,-34
2020/6/28,-20,3,30,37,-1,66,25,-14,-36,-31,-25,-32,-34,-37,-36,10,9,6,4,-21,-20,-29,-40,-22,-34,-11,-23,-19,-21,-17,-5,13,23,-6,-10,4,0,-6,8,-10,3,-9,-1,-6,-12,-29,-20,-25
2020/6/29,1,3,12,20,9,40,32,15,3,14,8,3,10,-4,12,20,22,20,30,8,13,-6,-2,4,-10,15,-4,-1,6,-9,6,9,15,4,-3,-6,1,-4,5,-3,-12,-15,-18,-18,-26,-23,-13,-34
2020/6/30,-22,13,19,7,-8,32,21,-5,-20,-15,-18,-17,-18,-29,-23,11,-10,-5,-4,-27,-22,-40,-37,-32,-40,-23,-39,-44,-32,-43,-38,6,3,-16,-20,-11,-22,-23,-8,-30,-3,-16,-26,-34,-29,-43,-36,-33
2020/7/1,-12,16,33,9,0,26,17,13,-17,-3,-5,-12,-21,-30,-33,6,15,19,31,-20,-3,-20,-45,-7,-11,12,-2,-2,4,-3,1,16,-5,7,1,1,4,0,3,0,14,8,-3,1,-13,-7,-6,-42
2020/7/2,2,-15,6,10,12,15,29,18,-1,9,7,3,8,-6,11,14,24,3,16,16,14,-2,1,6,0,20,0,0,7,0,15,12,15,10,8,10,2,1,10,5,7,2,-1,3,-10,-2,-2,-32
2020/7/3,-14,34,38,25,12,56,32,16,-4,2,-1,-11,-6,-24,-11,28,8,4,3,-9,-2,-18,-15,-16,-21,-9,-26,-32,-23,-28,-21,-1,-4,-22,-22,-29,-22,-27,-23,-26,-24,-18,-24,-31,-39,-43,-32,-22
2020/7/4,-28,49,11,-2,-30,39,-7,-16,-31,-28,-22,-26,-29,-34,-36,-20,-34,-36,-21,-28,-33,-47,-51,-38,-46,-31,-45,-45,-24,-47,-49,-2,-9,-17,-29,-10,-27,-19,-25,-35,-13,-17,-12,-30,-28,-34,-28,-28
2020/7/5,-7,68,44,25,-2,59,22,5,-9,-6,-1,0,-9,-13,-15,4,-1,-8,-1,3,-4,-26,-32,-9,-26,-3,-15,-13,-10,-9,-1,16,31,-1,-10,3,-1,6,4,-17,0,-17,-16,-21,-20,-49,-50,-22
2020/7/6,-31,34,28,16,-11,48,12,-14,-33,-29,-27,-38,-32,-38,-34,-6,-15,-15,-14,-37,-26,-45,-45,-37,-44,-32,-43,-45,-37,-45,-41,-12,-7,-28,-34,-38,-30,-25,-30,-34,-40,-44,-35,-37,-43,-39,-23,-31
2020/7/7,-18,5,14,6,-9,20,9,-2,-15,-4,3,-8,-7,-18,-11,-6,-16,-11,-7,-16,-15,-37,-31,-24,-27,-15,-30,-32,-25,-25,-24,-4,-5,-21,-29,-31,-11,-28,-25,-21,-40,-52,-50,-39,-51,-35,-26,-29
2020/7/8,-12,7,31,14,-4,27,24,6,-1,-8,-15,-7,0,-15,-13,13,6,13,19,-20,-15,-32,-37,-17,-24,-10,-18,-25,-9,-26,-25,25,21,4,2,3,-4,-7,-1,-13,6,-4,-7,-7,-19,-20,-22,-27
2020/7/9,-20,29,39,24,13,52,36,8,-26,-11,-14,-32,-26,-37,-27,18,23,19,24,-25,-10,-31,-35,-28,-33,-11,-21,-26,-10,-32,-26,17,17,-4,-6,-8,-18,-17,-15,-21,-24,-31,-31,-24,-32,-28,-32,-29
2020/7/10,-17,32,36,18,-4,51,8,2,-3,-2,-7,-17,1,-23,-8,4,-9,-12,-11,-8,-10,-33,-19,-16,-21,-13,-28,-34,-26,-25,-19,-6,-8,-22,-31,-36,-25,-34,-25,-29,-36,-40,-45,-28,-37,-30,-24,-24
2020/7/11,-22,59,-18,-17,-6,12,0,2,-13,-23,-25,-20,-8,-21,-14,-9,-3,-6,-7,-11,-35,-53,-42,-31,-36,-32,-41,-40,-32,-42,-35,6,-3,-18,-23,-17,-27,-29,-30,-31,-16,-32,-35,-48,-49,-25,-33,-30
2020/7/12,-3,49,7,-19,-35,17,-3,8,8,0,4,7,10,-4,4,-2,-22,-7,-12,19,-2,-19,-2,6,-13,7,-11,-7,-3,-1,4,15,31,1,-15,-24,-3,6,-15,-25,-37,-43,-25,-29,-45,-29,-16,-24
2020/7/13,-18,23,28,13,0,54,27,15,-6,-2,-6,-14,-7,-25,-21,24,2,0,-6,-17,-5,-34,-25,-27,-35,-30,-39,-43,-32,-41,-24,-24,-15,-30,-31,-29,-24,-28,-15,-16,-19,-20,-18,-12,-31,-14,-6,-32
2020/7/14,-17,27,31,12,-22,44,1,-22,-24,-14,-8,-19,-18,-28,-22,-10,-17,-10,-1,-14,-12,-36,-32,-24,-30,-16,-30,-31,-15,-35,-20,8,11,-2,-2,-3,-8,-16,-7,-13,-9,-11,-24,-23,-32,-22,-19,-33
2020/7/15,-9,33,42,22,-4,48,21,11,-5,0,-13,-18,-11,-31,-18,3,12,5,-1,-2,-4,-13,-6,3,-5,6,-9,-5,5,-8,3,7,11,-1,-2,-2,6,-6,1,-2,3,-6,-14,-7,-21,-22,-18,-29
2020/7/16,0,27,33,13,-6,41,26,8,-2,4,2,1,3,-10,5,21,26,30,39,2,5,-3,3,6,-2,19,-2,-3,6,-5,8,15,26,7,7,7,3,-2,5,1,5,-5,-3,0,-11,-27,-27,-43
2020/7/17,-15,38,37,22,4,63,31,12,-17,-5,-10,-28,-31,-40,-33,30,13,16,17,-18,-2,-23,-27,-21,-26,-4,-18,-22,-1,-21,-11,18,25,6,3,-4,4,-4,11,-2,0,-4,-12,-2,-13,-12,-7,-40
2020/7/18,-15,67,55,39,-2,103,44,14,-38,-26,-18,-35,-41,-41,-32,24,-10,-3,22,-12,-6,-38,-28,-20,-26,10,-14,-12,5,-16,10,21,18,7,-4,2,2,-2,10,2,0,-4,-4,-6,-14,-5,-11,-40
2020/7/19,6,73,48,29,18,49,38,30,10,6,7,12,10,3,8,36,37,27,38,25,17,-11,-5,2,-15,17,-9,-5,-3,3,33,25,32,1,-11,1,10,5,20,-1,-2,-15,-8,-5,-18,-25,-26,-24
2020/7/20,-4,38,31,21,6,58,33,13,-3,4,-4,-8,2,-14,-4,15,13,11,24,-6,4,-22,-11,-5,-20,3,-15,-12,0,-17,7,8,20,-1,-1,-1,-1,-7,13,-1,-1,-19,-9,-11,-18,-11,-2,-30
2020/7/21,0,14,26,24,3,32,26,10,0,6,4,3,6,-10,3,12,5,9,19,2,6,-16,-1,1,-10,9,-15,-8,4,-11,13,12,14,11,6,1,15,-3,21,14,-4,-14,-15,-7,-20,-11,-6,-30
2020/7/22,-1,21,47,33,27,44,47,28,-2,3,3,-2,-2,-16,-1,26,28,40,52,8,20,-7,-4,1,-3,22,0,-3,4,-4,12,28,11,-1,-9,-11,7,-5,5,8,2,4,-4,-3,-13,-6,-2,-24
2020/7/23,9,67,110,84,47,161,123,77,-8,15,1,-39,-19,-50,-14,76,54,73,100,67,26,24,49,13,33,63,20,6,32,25,104,65,64,42,6,12,54,54,58,63,-8,5,1,22,16,36,21,7
