date,japan,hokkaido,aomori,iwate,miyagi,akita,yamagata,fukushima,ibaraki,tochigi,gunma,saitama,chiba,tokyo,kanagawa,niigata,toyama,ishikawa,fukui,yamanashi,nagano,gifu,shizuoka,aichi,mie,shiga,kyoto,osaka,hyogo,nara,wakayama,tottori,shimane,okayama,hiroshima,yamaguchi,tokushima,kagawa,ehime,kochi,fukuoka,saga,nagasaki,kumamoto,oita,miyazaki,kagoshima,okinawa
2020/3/2,-15,-24,-9,-9,-18,0,-7,-17,-34,-31,-17,-39,-39,-38,-39,-1,2,-6,6,-28,-6,-10,-19,8,-6,4,1,4,6,1,3,1,-4,7,4,6,9,11,-1,5,7,-3,0,0,-8,-2,2,-27
2020/3/3,11,-26,-5,-4,4,-1,10,2,13,12,19,26,26,11,20,0,4,4,9,2,4,5,9,19,6,20,8,12,14,14,12,11,12,29,15,12,14,22,16,14,12,-1,-7,4,-8,-2,2,-15
2020/3/4,-21,-21,17,1,0,8,11,-2,-19,-15,-13,-16,-26,-26,-20,2,-3,-4,-1,-18,-8,-27,-16,-20,-26,-23,-25,-36,-32,-32,-29,1,-7,-25,-14,-11,-32,-20,-28,-24,1,-2,-9,-13,-16,-14,-13,-20
2020/3/5,-8,-38,-2,-7,-3,-15,-13,-7,-7,-4,-3,-6,-3,-10,7,-22,-7,-19,-9,-12,-12,-19,0,-8,-17,-17,-14,-10,-6,-8,2,-5,-9,-2,-6,0,-8,4,-2,0,6,4,-1,8,-4,4,3,-42
2020/3/6,5,-31,-7,0,-4,-7,-11,-4,16,8,6,9,17,1,20,-5,7,2,10,6,1,-1,14,5,6,15,10,7,9,14,11,21,11,15,9,8,7,13,10,5,10,7,-2,11,3,-1,8,-6
2020/3/7,-8,-25,5,21,15,22,16,20,-9,-9,7,-2,-17,-16,-10,11,17,8,25,-7,-1,0,4,10,3,23,5,2,2,10,1,4,-10,-2,-24,-28,-6,-10,-22,-25,-38,-37,-37,-30,-29,-39,-29,-36
2020/3/8,-35,-32,26,16,-39,35,-6,-37,-27,-36,-29,-42,-50,-54,-63,9,-11,-16,-26,-57,-38,-56,-64,-57,-55,-43,-38,-42,-40,-41,-33,-19,-10,-26,-14,7,-31,-28,-7,-12,14,3,13,17,1,-6,14,-16
2020/3/9,11,-19,15,13,6,37,28,13,5,15,19,14,10,6,19,30,33,28,35,3,13,11,17,25,11,31,21,19,22,20,15,23,24,17,11,12,16,24,16,7,6,-4,-8,-6,-8,-13,-4,-20
2020/3/10,-28,-32,-6,-16,-25,-9,-5,-22,-33,-33,-24,-36,-33,-36,-38,-15,-21,-24,-13,-35,-25,-35,-34,-32,-36,-26,-29,-35,-25,-33,-25,-10,-11,-7,-14,-20,-10,4,-11,-6,-30,-20,-23,-26,-17,-15,-18,-31
2020/3/11,13,-29,7,11,27,-3,0,23,33,23,15,35,44,18,44,-11,-11,-5,1,9,8,1,10,10,4,6,2,11,11,13,16,8,6,13,15,10,8,10,6,8,27,19,6,13,6,2,5,-10
2020/3/12,16,-21,8,12,21,13,23,20,16,23,23,19,27,9,26,20,46,39,51,7,12,16,20,23,20,44,26,24,20,36,25,38,29,22,20,20,14,24,20,16,25,12,10,17,10,9,11,-19
2020/3/13,10,-30,-13,0,15,-6,5,16,21,17,22,23,26,8,23,9,10,11,24,9,7,8,16,19,12,26,19,15,15,18,15,22,10,14,10,8,11,14,10,8,7,0,-7,-1,0,-5,-3,-27
2020/3/14,-39,-25,1,10,-6,15,-6,-29,-54,-54,-49,-57,-55,-58,-58,-27,-30,-18,-7,-53,-44,-42,-50,-39,-43,-30,-36,-48,-41,-46,-31,-28,-25,-15,-9,-5,-27,-18,-21,-12,-5,-11,-3,-8,-15,-7,-5,-42
2020/3/15,9,-24,-2,15,21,20,19,13,29,13,16,26,36,16,17,11,6,-16,-13,0,-6,-2,14,13,1,5,-1,2,-5,21,25,-2,-8,2,-10,6,15,4,8,2,9,-1,1,5,5,-13,-8,-9
2020/3/16,-7,-22,-17,-8,1,4,-9,-2,-5,2,-8,-9,2,-8,4,-22,-18,-18,-13,-14,-20,-19,2,-4,-19,-22,-18,-13,-9,-21,-8,-8,0,-3,-5,2,-3,8,9,5,5,-4,1,0,-7,-2,8,-15
2020/3/17,14,-21,5,7,6,-3,8,10,10,18,24,25,22,6,17,2,-2,2,10,5,4,9,11,22,11,33,20,19,21,18,25,29,15,31,21,25,25,25,33,29,22,4,0,11,5,-4,9,-12
2020/3/18,20,-11,19,14,32,17,21,30,29,28,21,38,45,21,38,8,31,34,43,11,13,13,16,22,16,38,31,27,21,26,29,44,32,22,24,19,18,24,20,19,33,18,14,15,11,7,8,-14
2020/3/19,17,-15,25,32,39,39,48,37,13,24,30,25,22,14,23,39,49,39,48,12,14,16,10,18,12,37,29,24,21,21,12,34,32,22,23,24,13,26,19,9,21,10,7,3,6,1,0,-35
2020/3/20,40,-31,-17,-4,7,-15,-13,11,42,40,29,43,65,37,71,-13,-4,2,20,84,23,32,54,17,45,93,73,47,49,70,86,91,65,67,49,61,62,56,69,62,51,73,34,60,62,49,49,14
2020/3/21,34,-12,2,10,33,0,11,49,41,40,42,47,49,38,40,19,61,34,84,64,31,38,37,30,24,73,50,25,29,39,62,67,42,44,20,44,37,42,35,40,30,29,25,31,38,22,31,-6
2020/3/22,18,-8,0,-14,-5,-27,-33,4,41,29,20,61,46,51,29,-38,-16,-31,-24,27,-15,6,23,21,4,9,13,11,-2,24,38,5,10,11,-10,3,28,19,27,15,3,-1,-3,0,3,-38,-29,-12
2020/3/23,11,-19,11,10,11,24,20,13,8,19,12,16,7,2,-3,12,26,23,35,-3,10,7,7,19,-2,20,23,18,19,16,19,30,34,24,21,29,18,29,32,20,31,18,15,15,7,9,20,-16
2020/3/24,14,-21,8,10,6,7,-3,5,10,9,3,23,23,12,20,-3,-1,2,13,6,-5,2,19,11,-3,18,17,13,17,9,26,33,32,38,27,34,26,34,40,35,32,16,8,21,7,6,17,-14
2020/3/25,31,-8,26,24,28,32,36,33,45,40,26,65,65,37,42,26,57,48,56,27,16,23,21,30,18,44,49,31,25,33,35,57,45,27,29,34,24,35,29,25,49,40,23,28,20,13,16,-6
2020/3/26,26,-7,14,20,29,23,43,35,35,42,42,60,54,26,40,41,73,51,68,32,26,36,32,39,30,53,47,33,26,40,40,50,41,24,13,0,24,25,10,16,-22,-16,-19,-15,-16,-20,-11,-1
2020/3/27,-9,-18,9,10,13,4,6,20,21,35,38,32,19,4,10,-3,-10,-15,-17,8,-6,-34,-23,-33,-27,-18,-22,-39,-35,-30,-21,-7,-15,-22,-33,-33,-5,-22,-31,-23,-34,-26,-31,-25,-20,-23,-19,-10
2020/3/28,-23,-16,8,13,9,23,2,1,-29,-11,6,-4,-22,-31,-16,-21,-27,-23,-16,-23,-25,-25,-16,-11,-30,-17,-17,-38,-30,-39,-23,-8,-14,-21,-34,-32,-32,-35,-38,-25,-43,-35,-33,-41,-38,-31,-24,-37
2020/3/29,-25,-2,11,6,-37,19,-12,-51,-60,-61,-55,-61,-61,-66,-66,-22,-19,-23,-18,-56,-56,-25,-47,-11,-20,-8,12,-8,-10,10,16,15,45,17,15,49,27,19,29,23,34,48,30,36,22,4,16,-14
2020/3/30,-2,1,20,17,15,33,29,10,5,14,5,-4,9,-14,-3,20,30,23,27,-15,-11,-2,-4,-13,-29,19,14,-10,5,-18,-6,35,51,18,12,21,12,0,2,-6,10,2,-11,-27,-24,-33,-26,-17
2020/3/31,9,1,22,27,18,29,41,22,7,12,14,10,15,-10,7,39,42,52,39,-10,0,-10,-6,-2,-26,36,25,20,24,25,25,43,53,33,17,18,28,19,21,3,22,20,-2,4,-20,-16,3,-34
2020/4/1,-29,3,9,-1,5,3,3,4,-25,-20,-29,-37,-36,-44,-42,3,-13,-8,-8,-39,-23,-27,-38,-22,-34,-21,-26,-37,-34,-30,-30,-14,-13,-31,-23,-15,-35,-33,-30,-22,-17,-9,-17,-26,-32,-5,-12,-25
2020/4/2,13,-13,-7,-4,-2,1,4,8,6,21,8,5,15,-2,31,0,10,18,15,8,0,20,20,30,9,19,14,17,19,23,32,32,42,33,35,52,25,22,40,24,40,37,19,29,15,32,23,-12
2020/4/3,26,5,8,14,31,19,26,44,30,45,40,32,40,4,34,48,64,61,46,22,17,33,26,48,31,72,40,32,31,49,38,54,54,42,28,38,30,22,35,17,29,30,8,21,12,18,15,-13
2020/4/4,26,1,19,23,27,37,31,57,20,34,34,33,28,4,28,42,52,38,43,25,8,28,20,53,21,87,35,35,42,53,46,38,49,58,36,55,46,41,41,20,35,29,18,23,21,24,17,-50
2020/4/5,3,-16,-12,-18,-2,-23,-25,4,-24,-11,-1,-9,-14,-30,-3,-31,-5,-12,-20,3,-7,1,16,19,-1,34,12,19,14,55,53,13,53,39,27,57,51,46,58,18,34,25,29,32,16,19,29,-18
2020/4/6,15,-12,-13,-15,9,-3,-16,19,11,20,8,17,25,3,25,-8,18,18,18,5,9,4,12,29,2,45,15,23,27,28,26,34,45,36,30,42,32,30,45,17,30,18,15,13,8,14,22,-28
2020/4/7,17,-9,17,15,23,23,26,41,10,26,25,22,19,-3,15,46,47,37,36,1,10,15,15,33,14,64,19,21,23,28,31,37,37,44,32,38,39,25,50,20,25,11,2,13,4,3,10,-47
2020/4/8,16,4,20,22,42,23,49,56,23,25,17,31,36,4,27,51,39,26,27,2,11,11,9,28,14,47,19,21,19,30,26,28,22,22,23,20,20,13,28,12,26,13,8,9,1,8,11,-23
