date,japan,hokkaido,aomori,iwate,miyagi,akita,yamagata,fukushima,ibaraki,tochigi,gunma,saitama,chiba,tokyo,kanagawa,niigata,toyama,ishikawa,fukui,yamanashi,nagano,gifu,shizuoka,aichi,mie,shiga,kyoto,osaka,hyogo,nara,wakayama,tottori,shimane,okayama,hiroshima,yamaguchi,tokushima,kagawa,ehime,kochi,fukuoka,saga,nagasaki,kumamoto,oita,miyazaki,kagoshima,okinawa
2020/10/7,-17,-10,0,-2,-17,3,4,-9,-14,-13,-9,-18,-21,-27,-20,-9,-4,-17,9,-5,-1,0,-19,-16,-23,-13,-19,-18,-14,-7,-7,-7,2,-8,-13,-9,-1,-11,-13,-3,-21,-10,-14,-9,-4,4,-14,-21
2020/10/8,-20,-10,-4,-6,-19,-1,-4,-13,-21,-16,-14,-20,-24,-29,-24,-9,-9,-19,1,-18,-9,-7,-19,-18,-23,-18,-22,-21,-17,-13,-16,-14,-3,-13,-17,-12,-8,-13,-18,-9,-23,-12,-19,-13,-10,-3,-20,-27
2020/10/9,-21,-10,-7,-3,-17,-3,-1,-13,-23,-19,-17,-21,-25,-29,-24,-9,-7,-17,2,-18,-14,-13,-25,-20,-30,-24,-24,-22,-21,-15,-23,-17,-6,-15,-18,-15,-23,-20,-27,-23,-23,-13,-24,-14,-15,-18,-23,-24
2020/10/10,-30,-5,1,4,-27,10,2,-24,-45,-37,-34,-36,-41,-39,-39,-12,-8,-21,-7,-44,-28,-26,-48,-41,-56,-39,-37,-34,-30,-40,-44,-21,-10,-21,-21,-14,-30,-27,-27,-22,-30,-13,-26,-16,-12,-7,-24,-27
2020/10/11,-18,1,2,1,-23,17,11,-10,-27,-14,-12,-26,-32,-28,-23,1,-1,-13,10,-16,-2,5,-24,-22,-31,-15,-25,-25,-18,-17,-12,-12,4,-10,-13,-6,-8,-19,-15,-5,-27,-10,-18,-12,-3,3,-20,-27
2020/10/12,-17,-10,-10,-2,-16,1,-2,-4,-15,-10,-8,-16,-21,-26,-18,-4,-2,-15,14,-9,-4,1,-15,-15,-20,-14,-20,-17,-12,-8,-3,-11,3,-8,-15,-8,-3,-7,-12,-9,-21,-11,-11,-10,-7,10,-14,-17
2020/10/13,-16,-8,-4,0,-16,-4,2,-6,-17,-6,-6,-17,-20,-26,-19,-5,-4,-14,6,-5,-3,1,-15,-15,-17,-15,-18,-18,-13,-10,-5,-11,6,-10,-16,-6,1,-7,-9,-3,-22,-9,-12,-11,-4,10,-12,-17
2020/10/14,-16,-10,1,1,-14,4,8,-6,-13,-9,-4,-18,-20,-26,-20,-7,-2,-14,12,-2,2,4,-16,-15,-21,-12,-18,-18,-13,-7,-1,-7,5,-6,-13,-6,4,-7,-8,-1,-20,-9,-11,-6,0,14,-12,-16
2020/10/15,-15,-8,1,-1,-14,5,3,-5,-15,-6,-5,-17,-20,-26,-19,-5,-1,-12,12,-5,2,7,-12,-14,-14,-10,-15,-16,-10,-6,0,-7,6,-6,-12,-6,7,-4,-6,3,-18,-5,-7,-6,3,18,-4,-15
2020/10/16,-16,-8,-5,0,-15,1,6,-8,-16,-9,-6,-18,-21,-25,-19,-4,-1,-11,12,0,-4,-3,-15,-16,-19,-15,-17,-17,-13,-6,-3,-9,4,-8,-13,-9,1,-8,-9,-1,-19,-7,-12,-8,-1,12,-6,-14
2020/10/17,-20,-2,-2,7,-21,5,6,-13,-27,-22,-19,-24,-29,-26,-24,-6,-8,-16,7,-20,-13,-11,-27,-27,-35,-27,-29,-28,-23,-26,-19,-10,10,-15,-17,-7,-15,-17,-21,-10,-25,-7,-18,-14,-6,-2,-18,-17
2020/10/18,-11,8,5,15,-11,24,25,10,-10,4,10,-17,-24,-21,-15,10,11,-2,29,6,11,14,-16,-17,-23,-3,-18,-21,-12,-8,5,2,27,-1,-4,5,3,-7,-2,8,-21,2,-9,-6,9,18,-11,-17
2020/10/19,-16,-7,-1,4,-15,6,4,1,-13,-6,-4,-17,-21,-26,-19,-1,1,-10,15,-8,-2,-1,-14,-15,-20,-14,-19,-18,-12,-11,-6,-7,9,-5,-12,-4,0,-5,-9,-7,-19,-6,-8,-8,-1,13,-9,-11
2020/10/20,-15,-6,1,5,-14,3,10,1,-14,2,-1,-17,-20,-25,-19,1,0,-10,13,-1,1,3,-13,-15,-15,-13,-16,-17,-12,-10,-4,-5,11,-5,-14,-2,4,-4,-7,1,-19,-7,-9,-8,0,12,-8,-13
2020/10/21,-15,-7,5,3,-13,9,13,-3,-10,-4,1,-17,-20,-25,-18,-1,1,-9,15,5,5,3,-13,-14,-18,-9,-16,-16,-11,-7,1,-1,6,-5,-12,-5,0,-7,-9,-1,-19,-8,-8,-3,1,11,-8,-16
2020/10/22,-17,-8,-2,-4,-15,3,4,-5,-14,-6,-5,-18,-21,-26,-20,-3,-2,-11,8,-6,-2,-2,-12,-15,-17,-14,-19,-19,-14,-11,-7,-12,-5,-10,-15,-14,-1,-8,-14,-5,-21,-12,-17,-12,-8,7,-11,-20
2020/10/23,-18,-11,-6,-5,-16,-7,-6,-12,-19,-13,-11,-20,-23,-27,-21,-7,-7,-13,8,-4,-7,-8,-17,-16,-20,-17,-18,-19,-14,-10,-8,-10,2,-8,-14,-9,-4,-6,-11,0,-18,-6,-13,-6,0,12,-8,-18
2020/10/24,-11,-8,-6,9,-13,-2,8,2,-10,-2,6,-14,-19,-19,-13,-9,-11,-18,8,12,9,5,-15,-18,-19,-12,-19,-22,-14,-10,2,-1,11,-8,-13,-4,1,-4,-6,6,-23,-1,-19,-4,5,11,-11,-19
2020/10/25,-9,-3,-3,6,-6,2,12,12,-2,12,19,-14,-20,-19,-12,2,11,-3,29,30,20,15,-8,-16,-17,0,-16,-21,-11,-2,12,8,26,3,-6,2,9,-7,0,17,-20,5,-11,0,11,19,-8,-17
2020/10/26,-15,-8,-2,5,-13,5,6,3,-10,0,3,-15,-19,-24,-17,2,5,-8,21,3,2,2,-11,-14,-15,-11,-17,-17,-11,-5,2,-5,9,-4,-12,-4,0,-3,-8,0,-18,-5,-8,-5,1,16,-6,-11
2020/10/27,-15,-8,1,4,-14,0,7,2,-14,3,2,-17,-20,-25,-18,3,2,-10,15,3,1,3,-12,-14,-12,-11,-15,-18,-11,-7,1,-6,8,-7,-12,-3,4,-6,-7,0,-19,-6,-9,-7,1,16,-9,-15
2020/10/28,-16,-11,2,2,-14,8,10,-2,-13,-3,0,-17,-20,-26,-19,-1,-1,-10,14,1,4,4,-13,-15,-18,-9,-17,-17,-12,-5,0,-5,7,-4,-11,-4,4,-8,-9,2,-18,-8,-8,-4,0,8,-8,-14
2020/10/29,-16,-13,-3,-5,-16,1,2,-3,-13,-1,2,-17,-20,-27,-19,-3,-1,-11,15,3,2,5,-11,-16,-14,-11,-17,-19,-13,-8,0,-9,5,-9,-13,-7,4,-5,-9,3,-20,-9,-11,-9,1,8,-8,-15
2020/10/30,-17,-13,-8,-3,-16,-5,-2,-7,-16,-9,-4,-18,-22,-27,-20,-7,-3,-12,11,3,-4,-2,-14,-17,-17,-14,-18,-18,-14,-6,-2,-11,2,-9,-15,-9,0,-7,-9,0,-19,-9,-14,-9,2,6,-7,-14
2020/10/31,-11,-8,2,16,-14,14,22,10,-14,-2,7,-15,-20,-20,-15,8,13,-6,29,10,10,13,-13,-18,-20,-10,-18,-22,-14,-12,6,6,18,-5,-11,2,11,0,-4,8,-23,-3,-15,-5,10,12,-9,-14
2020/11/1,-12,-7,-1,9,-14,15,24,14,-11,7,16,-16,-24,-23,-16,16,14,1,31,22,12,18,-8,-18,-18,-1,-17,-23,-13,-7,13,6,24,-1,-7,1,7,-6,-1,16,-24,1,-8,-4,10,5,-8,-20
2020/11/2,-17,-12,-8,-3,-18,-2,3,-2,-16,-4,-3,-16,-21,-26,-19,-2,-4,-12,10,-1,-6,-3,-13,-16,-18,-17,-19,-20,-16,-11,-4,-10,3,-9,-14,-10,-2,-8,-13,0,-20,-9,-12,-11,-2,3,-8,-13
2020/11/3,-36,-32,-12,-6,-34,-9,13,-2,-31,4,4,-43,-47,-51,-44,-8,-10,-17,8,15,-2,5,-21,-38,-25,-20,-31,-44,-31,-33,0,-4,15,-13,-22,-4,8,-8,-3,9,-37,7,-20,-10,8,15,-12,-14
2020/11/4,-16,-15,-8,-6,-16,-7,0,-9,-13,-6,-1,-17,-20,-26,-19,-11,-5,-13,8,6,-1,2,-14,-15,-19,-12,-17,-17,-12,-6,-1,-4,4,-7,-11,-6,2,-9,-10,-2,-19,-8,-11,-8,1,7,-10,-14
2020/11/5,-17,-15,-7,-9,-17,-4,-1,-8,-15,-4,0,-17,-20,-26,-19,-5,0,-11,12,2,-2,3,-12,-16,-17,-11,-17,-19,-13,-8,-1,-7,6,-9,-13,-8,7,-7,-9,-1,-20,-7,-9,-10,0,7,-9,-18
2020/11/6,-18,-17,-12,-7,-18,-9,-2,-12,-18,-11,-7,-19,-23,-27,-20,-7,-6,-12,8,0,-10,-5,-17,-17,-20,-17,-19,-20,-15,-8,-5,-11,0,-13,-17,-13,0,-11,-12,-5,-22,-10,-16,-12,-3,2,-12,-16
2020/11/7,-19,-20,-14,-6,-20,-9,-4,-8,-21,-11,-8,-18,-24,-22,-19,-14,-15,-19,4,-11,-14,-12,-26,-27,-33,-25,-27,-28,-23,-23,-16,-18,-6,-20,-21,-16,-10,-17,-22,-10,-29,-14,-24,-21,-10,-10,-18,-21
2020/11/8,-15,-19,-11,-8,-16,-8,0,-1,-13,3,4,-19,-25,-23,-18,-7,-3,-7,23,13,-1,10,-16,-21,-24,-6,-18,-24,-14,-7,10,0,24,-4,-8,0,9,-9,-6,9,-25,-5,-14,-9,8,3,-14,-22
2020/11/9,-17,-16,-12,-4,-17,-9,-5,-6,-14,-4,-3,-17,-21,-26,-19,-8,-4,-10,17,0,-8,1,-14,-16,-17,-13,-18,-18,-12,-9,1,-10,6,-6,-13,-5,1,-5,-9,-3,-19,-7,-9,-9,3,8,-8,-13
2020/11/10,-16,-13,-7,-7,-17,-12,-4,-7,-17,-2,-4,-18,-21,-26,-19,-6,-5,-9,9,2,-8,2,-14,-16,-14,-14,-17,-19,-12,-9,-1,-11,5,-9,-14,-3,6,-6,-6,0,-20,-8,-11,-10,3,9,-7,-15
2020/11/11,-17,-15,-9,-6,-16,-6,-1,-11,-13,-8,-4,-18,-21,-27,-20,-10,-2,-7,14,5,-3,3,-14,-16,-20,-11,-16,-19,-13,-8,-1,-5,8,-6,-10,-3,6,-8,-7,1,-18,-6,-8,-5,4,10,-6,-13
2020/11/12,-17,-16,-7,-10,-17,-3,2,-8,-15,-5,-3,-18,-22,-27,-21,-1,1,-4,18,3,-4,4,-12,-16,-15,-10,-16,-19,-13,-9,-3,-5,10,-10,-13,-6,7,-4,-7,1,-19,-5,-10,-7,3,13,-5,-13
2020/11/13,-18,-20,-13,-10,-18,-10,-5,-13,-18,-9,-7,-18,-22,-27,-20,-7,-3,-5,16,6,-8,-1,-16,-18,-19,-15,-17,-20,-15,-9,-5,-8,7,-11,-15,-9,-1,-9,-10,-1,-19,-6,-12,-7,3,7,-5,-14
2020/11/14,-14,-27,-18,-13,-22,-8,1,-10,-17,-10,-7,-17,-22,-21,-15,-7,-2,-3,29,5,-8,8,-18,-22,-24,-12,-16,-25,-17,-12,1,-5,16,-11,-12,-1,6,-5,-9,7,-23,-3,-18,-7,7,6,-9,-16
2020/11/15,-13,-23,-11,-13,-19,2,7,-3,-13,-2,2,-19,-24,-23,-17,3,10,9,39,12,-6,14,-14,-19,-22,-3,-11,-23,-14,-7,9,5,30,-2,-4,3,14,-6,-3,18,-21,5,-11,-4,15,14,-6,-15
2020/11/16,-17,-19,-11,-9,-16,-6,-3,-6,-13,-8,-6,-17,-21,-26,-19,-6,-3,-4,21,-2,-9,3,-12,-15,-16,-11,-15,-19,-12,-9,0,-5,7,-7,-12,-4,4,-4,-8,-1,-18,-3,-9,-8,4,13,-7,-10
2020/11/17,-17,-18,-7,-8,-17,-6,1,-7,-16,-3,-6,-18,-22,-27,-20,-3,-4,-5,15,-1,-9,2,-14,-16,-15,-10,-12,-20,-13,-10,-3,-7,8,-8,-13,-4,5,-4,-7,-1,-20,-5,-10,-11,0,10,-7,-11
2020/11/18,-17,-22,-6,-8,-16,-6,2,-10,-13,-9,-5,-19,-21,-27,-20,-8,-1,-5,15,2,-5,5,-15,-16,-19,-8,-12,-18,-13,-7,-1,-3,8,-7,-11,-3,6,-5,-7,1,-18,-4,-7,-4,2,14,-6,-11
2020/11/19,-18,-23,-7,-12,-16,-4,0,-9,-15,-7,-6,-19,-22,-27,-20,-6,-4,-6,14,0,-6,4,-12,-16,-16,-8,-12,-19,-13,-8,-4,-8,5,-8,-13,-7,8,-4,-9,-3,-19,-8,-12,-9,-1,15,-8,-10
2020/11/20,-19,-23,-12,-12,-17,-13,-6,-14,-17,-11,-10,-19,-23,-28,-21,-10,-9,-7,11,-2,-14,-6,-17,-18,-21,-14,-15,-20,-15,-10,-10,-10,2,-7,-13,-9,1,-6,-11,-2,-18,-9,-11,-8,1,19,-7,-7
2020/11/21,-15,-29,-9,-6,-18,-6,-1,-5,-17,-9,-9,-19,-22,-23,-16,-11,-3,-1,26,3,-5,6,-15,-21,-19,-7,-8,-23,-15,-12,2,-3,18,-4,-8,5,15,1,-6,10,-18,2,-10,2,10,21,-3,-9
2020/11/22,-12,-30,-10,-11,-14,4,11,4,-7,6,6,-16,-21,-23,-14,5,10,10,40,21,2,13,-11,-21,-15,7,-3,-23,-12,-3,21,7,28,0,-5,-1,26,-1,-1,29,-23,2,-8,0,14,35,0,-12
2020/11/23,-38,-45,-14,-12,-36,-5,0,-5,-27,0,-4,-44,-47,-52,-45,-14,-13,-3,29,18,-8,3,-15,-39,-23,-16,-27,-47,-33,-36,-2,-12,9,-4,-21,-1,13,-3,-2,9,-32,8,-16,3,13,39,-2,-8
2020/11/24,-17,-21,-8,-12,-17,-14,-4,-10,-19,-7,-10,-19,-22,-28,-20,-8,-7,-10,11,-6,-13,-2,-15,-17,-15,-11,-12,-20,-12,-11,-3,-10,5,-10,-15,-6,4,-7,-12,-3,-18,-12,-10,-12,-4,11,-10,-5
2020/11/25,-18,-22,-7,-10,-17,-7,-2,-14,-17,-16,-11,-19,-22,-27,-20,-10,-5,-8,13,-7,-9,-1,-16,-16,-19,-8,-12,-19,-14,-8,-4,-5,9,-8,-13,-6,3,-11,-14,-3,-17,-9,-8,-7,-2,14,-8,-11
2020/11/26,-18,-23,-14,-13,-19,-8,-8,-13,-17,-12,-10,-18,-20,-27,-20,-10,-12,-10,12,-4,-10,-1,-14,-17,-16,-10,-14,-20,-14,-9,-5,-12,5,-12,-15,-8,5,-10,-13,-6,-19,-8,-12,-8,-4,10,-8,-12
2020/11/27,-20,-26,-17,-14,-20,-14,-12,-18,-22,-18,-17,-21,-24,-29,-22,-13,-12,-13,9,-11,-19,-10,-19,-20,-20,-16,-16,-21,-16,-11,-10,-13,-2,-15,-17,-14,-3,-11,-17,-6,-21,-13,-15,-11,-8,6,-10,-12
2020/11/28,-21,-34,-24,-22,-27,-19,-23,-23,-28,-25,-26,-22,-24,-25,-20,-27,-26,-21,-4,-20,-29,-15,-27,-27,-32,-24,-23,-29,-23,-22,-16,-27,-7,-21,-22,-15,-10,-17,-27,-9,-27,-14,-23,-14,-16,1,-15,-21
2020/11/29,-24,-36,-25,-25,-27,-20,-24,-21,-28,-20,-21,-27,-30,-29,-24,-25,-22,-14,4,-17,-27,-12,-23,-28,-31,-15,-22,-32,-25,-21,-14,-20,-3,-18,-21,-17,-8,-23,-24,-4,-31,-14,-22,-16,-17,1,-16,-22
2020/11/30,-19,-23,-14,-12,-19,-12,-13,-13,-18,-16,-16,-19,-21,-27,-20,-14,-12,-14,5,-18,-20,-9,-18,-18,-22,-16,-18,-20,-15,-12,-10,-16,-1,-12,-16,-11,-5,-14,-18,-11,-22,-14,-13,-14,-12,5,-14,-16
2020/12/1,-19,-22,-13,-15,-21,-20,-15,-16,-23,-15,-18,-20,-23,-28,-21,-14,-14,-18,1,-19,-21,-10,-19,-19,-19,-18,-18,-22,-16,-14,-14,-18,-5,-16,-19,-10,-5,-14,-18,-12,-23,-14,-15,-15,-12,1,-14,-20
2020/12/2,-21,-26,-11,-15,-21,-12,-8,-18,-22,-21,-19,-22,-24,-31,-24,-15,-12,-17,6,-20,-18,-10,-21,-20,-25,-15,-20,-23,-18,-13,-13,-11,-5,-15,-19,-12,-3,-15,-19,-11,-22,-14,-14,-15,-14,1,-14,-20
2020/12/3,-21,-26,-13,-18,-22,-14,-14,-16,-21,-19,-16,-22,-23,-30,-23,-15,-16,-19,3,-19,-18,-6,-18,-20,-21,-17,-21,-23,-18,-14,-13,-17,-9,-16,-21,-14,-3,-13,-19,-7,-23,-14,-13,-16,-12,1,-14,-21
2020/12/4,-21,-26,-17,-18,-21,-18,-18,-21,-24,-22,-20,-21,-24,-30,-22,-17,-14,-16,2,-18,-24,-12,-21,-22,-24,-22,-22,-25,-19,-14,-13,-18,-10,-19,-22,-16,-7,-16,-20,-9,-23,-14,-17,-16,-13,-1,-11,-21
2020/12/5,-24,-34,-18,-19,-27,-16,-23,-25,-35,-31,-28,-26,-30,-29,-24,-23,-21,-22,-6,-31,-31,-16,-30,-28,-34,-27,-27,-34,-26,-28,-20,-20,-11,-25,-27,-13,-12,-22,-27,-15,-28,-15,-23,-18,-18,-11,-15,-27
2020/12/6,-23,-34,-24,-23,-25,-19,-24,-22,-30,-21,-23,-25,-28,-27,-20,-21,-18,-13,3,-24,-30,-14,-24,-27,-33,-19,-27,-36,-26,-27,-17,-14,-6,-20,-25,-14,-14,-25,-25,-14,-28,-13,-17,-18,-18,-7,-19,-26
2020/12/7,-20,-24,-15,-14,-20,-14,-16,-14,-20,-18,-17,-20,-23,-28,-21,-15,-12,-16,3,-23,-22,-12,-18,-19,-22,-18,-22,-24,-17,-14,-13,-17,-7,-15,-20,-11,-8,-16,-19,-16,-22,-14,-12,-15,-13,1,-13,-17
2020/12/8,-21,-24,-14,-13,-20,-17,-14,-15,-23,-15,-20,-21,-23,-30,-22,-14,-15,-20,-1,-20,-22,-12,-18,-21,-20,-20,-22,-25,-19,-17,-13,-18,-5,-18,-22,-11,-4,-14,-18,-14,-24,-14,-15,-18,-15,0,-14,-19
2020/12/9,-22,-26,-12,-14,-20,-11,-9,-18,-21,-20,-18,-23,-24,-31,-24,-15,-11,-17,4,-21,-18,-10,-21,-20,-25,-18,-23,-25,-19,-16,-14,-12,-9,-15,-20,-13,-4,-16,-20,-13,-23,-14,-14,-13,-13,0,-14,-23
2020/12/10,-20,-23,-13,-16,-21,-13,-15,-14,-20,-17,-15,-20,-23,-29,-21,-13,-12,-15,5,-18,-17,-8,-16,-19,-19,-17,-22,-24,-18,-14,-12,-14,-3,-15,-20,-12,1,-14,-18,-10,-21,-10,-13,-12,-11,5,-11,-18
2020/12/11,-21,-24,-17,-16,-21,-16,-17,-20,-22,-20,-19,-21,-24,-29,-22,-16,-13,-15,1,-15,-23,-13,-20,-21,-24,-22,-23,-25,-19,-15,-14,-15,-8,-18,-23,-15,-4,-16,-19,-13,-23,-13,-16,-14,-12,2,-12,-17
2020/12/12,-22,-32,-21,-20,-27,-15,-26,-25,-30,-23,-27,-23,-26,-25,-20,-28,-26,-23,-9,-27,-33,-21,-28,-27,-34,-31,-31,-33,-25,-27,-19,-20,-14,-24,-31,-13,-12,-22,-27,-22,-29,-10,-24,-17,-21,-6,-18,-23
2020/12/13,-24,-34,-30,-25,-29,-24,-35,-27,-27,-19,-25,-26,-29,-27,-22,-30,-29,-20,-11,-22,-34,-22,-24,-27,-35,-26,-32,-35,-26,-26,-18,-23,-13,-20,-32,-19,-12,-28,-27,-22,-29,-13,-22,-19,-19,-3,-17,-22
2020/12/14,-21,-22,-16,-13,-19,-15,-17,-15,-18,-16,-18,-20,-23,-29,-22,-16,-14,-17,2,-20,-22,-14,-18,-19,-23,-20,-25,-24,-18,-17,-13,-19,-15,-15,-23,-13,-6,-14,-21,-19,-23,-14,-16,-15,-14,0,-15,-18
2020/12/15,-19,-18,-12,-10,-16,-19,-15,-14,-21,-12,-17,-19,-22,-28,-20,-14,-13,-19,-2,-20,-21,-13,-16,-17,-20,-21,-23,-24,-18,-17,-15,-21,-13,-16,-24,-12,-4,-14,-19,-14,-23,-11,-16,-15,-15,3,-13,-18
2020/12/16,-21,-22,-10,-10,-15,-17,-11,-17,-17,-18,-18,-21,-23,-29,-22,-18,-15,-20,-3,-19,-18,-13,-18,-18,-24,-20,-23,-24,-19,-16,-16,-17,-14,-15,-23,-14,-6,-17,-21,-17,-23,-13,-16,-13,-14,2,-13,-17
2020/12/17,-21,-21,-11,-13,-14,-14,-17,-13,-19,-15,-20,-22,-23,-30,-22,-18,-13,-17,-3,-18,-16,-7,-16,-18,-19,-20,-23,-24,-19,-18,-16,-18,-11,-17,-25,-13,0,-16,-19,-14,-23,-12,-14,-15,-14,1,-11,-17
2020/12/18,-21,-21,-14,-14,-14,-18,-18,-19,-21,-20,-23,-21,-24,-29,-21,-19,-16,-20,-6,-18,-21,-17,-22,-20,-24,-23,-25,-25,-20,-16,-16,-20,-13,-21,-28,-17,-9,-18,-22,-17,-24,-15,-18,-16,-16,-2,-12,-19
2020/12/19,-23,-31,-31,-27,-26,-30,-35,-29,-28,-27,-34,-24,-25,-26,-21,-35,-33,-29,-20,-34,-35,-28,-29,-28,-36,-36,-33,-32,-27,-28,-25,-31,-24,-27,-37,-17,-19,-26,-31,-24,-31,-14,-28,-22,-25,-12,-22,-27
2020/12/20,-26,-33,-32,-31,-31,-31,-43,-33,-30,-24,-34,-27,-29,-28,-23,-37,-38,-28,-23,-31,-38,-28,-28,-30,-38,-32,-34,-34,-28,-29,-28,-34,-23,-24,-39,-22,-18,-33,-32,-25,-33,-17,-23,-24,-26,-9,-23,-28
2020/12/21,-20,-18,-13,-11,-14,-14,-15,-13,-18,-18,-20,-20,-23,-28,-20,-15,-13,-16,1,-25,-22,-14,-18,-18,-23,-21,-24,-22,-17,-16,-13,-19,-11,-16,-25,-14,-6,-16,-20,-20,-22,-11,-15,-16,-14,2,-13,-21
2020/12/22,-20,-18,-9,-11,-16,-15,-12,-15,-21,-12,-18,-21,-23,-29,-22,-11,-17,-20,-1,-21,-20,-12,-18,-20,-20,-20,-23,-24,-18,-18,-15,-16,-10,-17,-26,-11,-4,-16,-18,-17,-24,-11,-17,-17,-14,2,-15,-20
2020/12/23,-20,-19,-6,-10,-16,-13,-10,-19,-19,-17,-18,-21,-23,-29,-22,-15,-15,-18,2,-19,-16,-12,-18,-20,-24,-17,-23,-22,-18,-13,-14,-12,-9,-14,-24,-11,-7,-17,-19,-17,-22,-10,-15,-12,-13,0,-14,-19
2020/12/24,-21,-20,-14,-17,-19,-16,-13,-19,-23,-17,-18,-21,-24,-29,-22,-13,-14,-21,-2,-21,-18,-12,-18,-21,-22,-22,-25,-23,-19,-17,-18,-22,-12,-19,-27,-16,-8,-19,-22,-17,-22,-12,-17,-17,-15,-4,-15,-21
2020/12/25,-22,-20,-20,-15,-20,-21,-20,-26,-25,-23,-25,-22,-25,-29,-23,-21,-23,-24,-6,-21,-23,-19,-22,-24,-27,-26,-25,-23,-20,-16,-19,-23,-16,-22,-28,-17,-12,-23,-23,-19,-22,-14,-21,-16,-15,-2,-13,-20
2020/12/26,-24,-26,-19,-16,-25,-23,-27,-26,-31,-26,-30,-25,-27,-29,-24,-27,-31,-28,-15,-32,-29,-26,-27,-30,-35,-32,-35,-32,-25,-28,-23,-24,-21,-25,-35,-12,-13,-23,-26,-20,-30,-16,-26,-21,-20,-7,-18,-24
2020/12/27,-26,-26,-23,-24,-28,-21,-33,-28,-30,-23,-27,-29,-31,-31,-25,-26,-26,-24,-12,-30,-29,-24,-26,-31,-35,-28,-35,-34,-27,-27,-21,-24,-15,-26,-38,-20,-16,-32,-30,-22,-35,-20,-29,-27,-26,-12,-25,-27
2020/12/28,-26,-23,-15,-15,-26,-14,-20,-21,-27,-16,-20,-28,-30,-37,-30,-17,-18,-18,-1,-22,-20,-16,-20,-29,-27,-27,-30,-29,-23,-23,-16,-19,-8,-19,-32,-10,-7,-18,-15,-14,-24,-10,-16,-14,-7,6,-11,-17
2020/12/29,-36,-34,-21,-21,-36,-21,-21,-24,-34,-10,-18,-40,-42,-49,-42,-17,-24,-24,-6,-11,-20,-16,-19,-40,-25,-31,-36,-42,-33,-35,-15,-19,-10,-23,-38,-9,-1,-18,-14,-9,-34,-10,-23,-16,-9,7,-12,-23
2020/12/30,-45,-43,-29,-32,-46,-27,-27,-35,-39,-18,-22,-49,-50,-57,-50,-34,-38,-36,-20,-15,-27,-24,-26,-49,-37,-40,-45,-51,-43,-47,-29,-40,-42,-31,-48,-27,-17,-35,-29,-17,-46,-24,-42,-28,-25,-1,-28,-30
2020/12/31,-57,-56,-49,-50,-60,-46,-51,-49,-51,-32,-37,-60,-59,-66,-59,-50,-56,-52,-48,-27,-44,-46,-38,-62,-49,-58,-56,-63,-56,-60,-41,-69,-61,-53,-60,-48,-33,-44,-45,-31,-59,-38,-51,-45,-41,-18,-40,-34
2021/1/1,-66,-68,-63,-60,-75,-61,-64,-65,-57,-49,-47,-67,-67,-76,-69,-66,-63,-60,-57,-28,-61,-54,-45,-71,-55,-60,-62,-72,-64,-63,-43,-68,-61,-59,-67,-58,-41,-53,-56,-38,-66,-41,-61,-51,-47,-19,-46,-38
2021/1/2,-45,-48,-41,-35,-42,-46,-49,-41,-38,-32,-33,-47,-46,-54,-47,-48,-49,-44,-37,-25,-41,-29,-30,-50,-42,-42,-46,-53,-44,-46,-29,-52,-49,-43,-53,-37,-25,-33,-41,-27,-52,-32,-48,-37,-37,-11,-32,-29
2021/1/3,-35,-34,-27,-26,-32,-32,-42,-30,-31,-23,-29,-38,-39,-44,-38,-37,-35,-30,-22,-24,-34,-23,-23,-37,-37,-29,-38,-42,-32,-35,-20,-39,-33,-29,-40,-21,-13,-29,-30,-20,-38,-22,-31,-26,-28,-2,-21,-27
2021/1/4,-35,-29,-21,-22,-29,-28,-33,-29,-33,-19,-25,-38,-38,-46,-40,-25,-27,-28,-14,-20,-30,-18,-20,-37,-32,-31,-38,-41,-33,-33,-17,-31,-24,-24,-38,-20,-9,-18,-23,-18,-32,-12,-26,-21,-17,1,-17,-23
2021/1/5,-29,-25,-20,-21,-27,-32,-30,-30,-33,-21,-27,-31,-32,-38,-33,-23,-29,-34,-18,-29,-33,-19,-26,-30,-30,-29,-32,-31,-27,-27,-24,-32,-22,-29,-35,-20,-14,-22,-26,-22,-30,-21,-26,-26,-23,-9,-23,-28
2021/1/6,-28,-25,-16,-21,-23,-23,-21,-29,-29,-29,-28,-30,-31,-37,-31,-22,-24,-32,-13,-32,-27,-18,-26,-27,-33,-25,-30,-28,-24,-20,-21,-25,-21,-24,-31,-19,-13,-26,-28,-23,-29,-17,-25,-25,-21,-14,-25,-31
2021/1/7,-30,-30,-27,-28,-26,-36,-36,-28,-29,-28,-28,-29,-30,-37,-31,-42,-36,-51,-27,-33,-28,-19,-24,-27,-31,-28,-34,-31,-30,-23,-26,-48,-41,-31,-34,-33,-19,-31,-35,-28,-35,-28,-40,-34,-32,-22,-30,-40
2021/1/8,-32,-31,-41,-29,-29,-41,-43,-34,-32,-34,-34,-31,-33,-40,-32,-39,-36,-47,-38,-34,-36,-27,-32,-29,-33,-34,-34,-31,-28,-22,-28,-46,-48,-31,-34,-30,-24,-30,-39,-30,-33,-35,-44,-37,-38,-28,-32,-40
